geo_id,category,category_nearby
47,Café,"Japanese Restaurant,Ramen /  Noodle House,Café"
48,Thai Restaurant,"Coffee Shop,German Restaurant,Japanese Restaurant"
49,Dessert Shop,"Clothing Store,Japanese Restaurant,Café"
50,Bar,"Bar,Japanese Restaurant,Coffee Shop"
51,Bar,"Restaurant,Café"
52,Bar,"Food & Drink Shop,Furniture / Home Store,Restaurant"
53,Bar,"Japanese Restaurant,Bar,Café"
54,Bar,"Food & Drink Shop,Café"
55,Italian Restaurant,"Japanese Restaurant,Bar,Café"
56,Bar,"Sushi Restaurant,Coffee Shop,Ramen /  Noodle House"
57,Bakery,"Chinese Restaurant,Ramen /  Noodle House,Convenience Store"
58,Bar,"Ramen /  Noodle House,Diner"
59,Bar,Salon / Barbershop
60,French Restaurant,"Hotel,Breakfast Spot,Bar"
61,French Restaurant,"Japanese Restaurant,Clothing Store,Jewelry Store"
62,French Restaurant,"Bar,Japanese Restaurant,Ramen /  Noodle House"
63,Bar,"Restaurant,Sporting Goods Shop"
64,Bar,"Clothing Store,Japanese Restaurant,Chinese Restaurant"
65,Bar,"Japanese Restaurant,Ramen /  Noodle House,Convenience Store"
66,French Restaurant, 
67,Bar,"Convenience Store,BBQ Joint,Office"
68,Tea Room,"Hotel,Café,Clothing Store"
69,Café,"Electronics Store,Food & Drink Shop,Bike Shop"
70,Coffee Shop,"Bar,Japanese Restaurant,Vietnamese Restaurant"
71,Bar,"Bar,Music Venue,Japanese Restaurant"
72,Bar,"French Restaurant,Italian Restaurant,Café"
73,American Restaurant,"Art Gallery,Indian Restaurant,Bookstore"
74,Bar,"Convenience Store,Bar,Office"
75,Mexican Restaurant,"Convenience Store,Drugstore / Pharmacy,French Restaurant"
76,Bar,"Office,Japanese Restaurant,Ramen /  Noodle House"
77,Asian Restaurant,"Clothing Store,Italian Restaurant,Japanese Restaurant"
78,German Restaurant,"Bar,Art Gallery,Building"
79,Café,"Soup Place,Event Space,Building"
80,Hotel,"Bank,Chinese Restaurant,Asian Restaurant"
81,Bar,Concert Hall
82,Café,"Japanese Restaurant,Hotel,Tea Room"
83,Music Venue,"Bar,Japanese Restaurant,Ramen /  Noodle House"
84,Bar,"Japanese Restaurant,Ramen /  Noodle House,Candy Store"
85,Bar,"Convenience Store,Wings Joint"
86,Music Venue,"Japanese Restaurant,Ramen /  Noodle House,Restaurant"
87,Bar,"Korean Restaurant,Convenience Store,Music Store"
88,Music Venue,"Music Venue,Bar,Café"
89,Bar,"Japanese Restaurant,Coffee Shop,Road"
90,Bar,"Ramen /  Noodle House,Restaurant,Church"
91,Music Venue,"Antique Shop,Music Venue,Japanese Restaurant"
92,Bar,"Japanese Restaurant,Indian Restaurant,Dumpling Restaurant"
93,Bar,"Bar,Café,Music Venue"
94,Music Venue,"Japanese Restaurant,Convenience Store,Clothing Store"
95,Music Venue,"Office,Park,Building"
96,Music Venue,"Italian Restaurant,Bar,Wings Joint"
97,Music Venue, 
98,Music Venue,"Bar,Japanese Restaurant,Ramen /  Noodle House"
99,Tea Room,"Ramen /  Noodle House,Burger Joint,Indian Restaurant"
100,Music Venue,"Ramen /  Noodle House,Italian Restaurant,Bar"
101,Bar,"French Restaurant,Music Venue"
102,Music Venue, 
103,Hotel,"Hotel,Building,Deli / Bodega"
104,Bar,"Bar,Miscellaneous Shop,Fast Food Restaurant"
105,Brewery,"Coffee Shop,Japanese Restaurant,Office"
106,Ice Cream Shop,"Japanese Restaurant,Ramen /  Noodle House,Coffee Shop"
107,Burger Joint,"Clothing Store,Movie Theater,Dessert Shop"
108,Bar,"Road,Bar,Dessert Shop"
109,Café,"Music Venue,Café,Bridge"
110,Mexican Restaurant,"Bar,Italian Restaurant,Ramen /  Noodle House"
111,Bar,"Café,Bar,Japanese Restaurant"
112,Bar,"Movie Theater,Music Venue,Bar"
113,Music Venue,"Sushi Restaurant,BBQ Joint,Bar"
114,Music Venue,"Bar,Japanese Restaurant,BBQ Joint"
115,Music Venue,"Bar,Japanese Restaurant,Café"
116,Bar,"Bar,Café,Music Venue"
117,Music Venue,"Bar,Japanese Restaurant,Music Store"
118,Bar,"Bar,Japanese Restaurant,Ramen /  Noodle House"
119,Music Venue,"BBQ Joint,Bookstore,Japanese Restaurant"
120,Bar,"Thai Restaurant,Japanese Restaurant,Ramen /  Noodle House"
121,Temple, 
122,Brewery,"Bakery,Hotel"
123,Plaza,"Coffee Shop,Japanese Restaurant,Department Store"
124,Shrine, 
125,Government Building,Bridge
126,Building,"Japanese Restaurant,Building,Convenience Store"
127,Park,Athletic & Sport
128,Park, 
129,Museum,Shop & Service
130,Shrine,"Japanese Restaurant,Dessert Shop,Subway"
131,Shrine, 
132,Temple,"Japanese Restaurant,Deli / Bodega,Cemetery"
133,Government Building,"Food & Drink Shop,Japanese Restaurant,Medical Center"
134,Garden, 
135,Train Station,"Train Station,Restaurant,Café"
136,Train Station,"Train Station,Café,Clothing Store"
137,Building,"Clothing Store,Japanese Restaurant,Bar"
138,Park,"Mall,Burger Joint,Steakhouse"
139,Mall,"Coffee Shop,Café,Office"
140,History Museum,"Burger Joint,Athletic & Sport,Gift Shop"
141,Art Gallery,College Academic Building
142,Art Gallery,Event Space
143,Museum,"Office,Art Gallery"
144,Museum,Road
145,History Museum, 
146,Art Museum,"Spiritual Center,Other Great Outdoors"
147,Art Museum,"Coffee Shop,Café,Art Gallery"
148,Indian Restaurant,"Train Station,Subway,Food & Drink Shop"
149,Japanese Restaurant,"Train Station,Bar,Travel & Transport"
150,Indian Restaurant,"Japanese Restaurant,Road,Hobby Shop"
151,Mall,"Ramen /  Noodle House,Clothing Store,Diner"
152,Art Gallery,"Japanese Restaurant,Miscellaneous Shop,Fast Food Restaurant"
153,Art Gallery,"Art Gallery,Japanese Restaurant,Salon / Barbershop"
154,Snack Place,"Salon / Barbershop,Clothing Store,Bar"
155,Diner,Convenience Store
156,American Restaurant,"Subway,Hotel,Japanese Restaurant"
157,Indian Restaurant,"American Restaurant,Coffee Shop,Ramen /  Noodle House"
158,Indian Restaurant,"Japanese Restaurant,Arcade,Clothing Store"
159,Café,"Bookstore,Convention Center,School"
160,Café,"Chinese Restaurant,Ramen /  Noodle House,Bar"
161,French Restaurant,"Bus Station,Convenience Store,Other Great Outdoors"
162,Mexican Restaurant,"Donut Shop,Paper / Office Supplies Store,Clothing Store"
163,French Restaurant,"Bridal Shop,Scenic Lookout"
164,Indian Restaurant,"Ramen /  Noodle House,Japanese Restaurant,Subway"
165,Indian Restaurant,"Convenience Store,Indian Restaurant,Korean Restaurant"
166,Italian Restaurant,"Art Gallery,Chinese Restaurant,Ramen /  Noodle House"
167,Italian Restaurant, 
168,Eastern European Restaurant,"Hotel,Smoke Shop"
169,Italian Restaurant,"Japanese Restaurant,Coffee Shop,Building"
170,Japanese Restaurant,"Café,Restaurant,Parking"
171,Mexican Restaurant,"Road,Dessert Shop,Italian Restaurant"
172,Spanish Restaurant,"Café,Clothing Store,Japanese Restaurant"
173,Italian Restaurant,Café
174,Chinese Restaurant,"Hotel,Bank,Asian Restaurant"
175,Asian Restaurant,"Italian Restaurant,Hotel,Chinese Restaurant"
176,French Restaurant,"Japanese Restaurant,Office,Coffee Shop"
177,Japanese Restaurant,"Café,Chinese Restaurant,Japanese Restaurant"
178,Japanese Restaurant,"Music Venue,Bar,Convenience Store"
179,Seafood Restaurant,"Japanese Restaurant,Government Building,Restaurant"
180,Restaurant,"Japanese Restaurant,Clothing Store,Diner"
181,Caribbean Restaurant,"Japanese Restaurant,Korean Restaurant,Restaurant"
182,Mexican Restaurant,"Bar,Japanese Restaurant,Pizza Place"
183,Spanish Restaurant,"Office,Coffee Shop,Café"
184,American Restaurant,"Road,Italian Restaurant,Chinese Restaurant"
185,American Restaurant,"Bar,American Restaurant,Italian Restaurant"
186,Steakhouse,"Office,Japanese Restaurant,Coffee Shop"
187,Italian Restaurant,"Japanese Restaurant,Italian Restaurant,Furniture / Home Store"
188,Brazilian Restaurant,"Bar,Japanese Restaurant,Café"
189,Indian Restaurant,"Dessert Shop,Japanese Restaurant,Office"
190,Concert Hall,Soup Place
191,Music Venue,"Café,Bridge,Asian Restaurant"
192,Music Venue,"Clothing Store,Art Museum,Italian Restaurant"
193,Music Venue,"Fast Food Restaurant,Bookstore,American Restaurant"
194,Movie Theater,"Concert Hall,Bookstore,Café"
195,Concert Hall,"Movie Theater,Bookstore,General Entertainment"
196,Music Venue,"Bar,Japanese Restaurant,Record Shop"
197,Comedy Club,"Sushi Restaurant,Convenience Store,Arcade"
198,Music Venue,"Bar,Ramen /  Noodle House,Food & Drink Shop"
199,Concert Hall,"Bar,Japanese Restaurant,Sushi Restaurant"
200,Music Venue,"Japanese Restaurant,Music Venue,Bar"
201,Event Space,"Bar,Café,Event Space"
202,Concert Hall,"Bar,Convenience Store,Café"
203,Art Gallery,"Japanese Restaurant,Art Gallery,Convenience Store"
204,Concert Hall,"Bar,Café,Music Venue"
205,Concert Hall,"Clothing Store,Japanese Restaurant,Bar"
206,Concert Hall,"Music Venue,Bar,Café"
207,Music Venue,"Music Venue,Chinese Restaurant,Movie Theater"
208,Concert Hall,"Theater,Train Station,Ramen /  Noodle House"
209,Music Venue,"Korean Restaurant,Food & Drink Shop,Café"
210,Music Venue,"Coffee Shop,Park,Mexican Restaurant"
211,Concert Hall,"Ramen /  Noodle House,BBQ Joint,Food & Drink Shop"
212,Music Venue,"Japanese Restaurant,Food & Drink Shop,Convenience Store"
213,Music Venue,"Japanese Restaurant,Ramen /  Noodle House,Bar"
214,Electronics Store,"Clothing Store,Electronics Store,Café"
215,Bookstore,"Café,Movie Theater,Concert Hall"
216,Bookstore,"Art Gallery,Clothing Store,Bar"
217,Bookstore,"Automotive Shop,Convenience Store,Chinese Restaurant"
218,Café,"Art Museum,Japanese Restaurant,Burger Joint"
219,Mall,"Clothing Store,Smoke Shop,Plaza"
220,Clothing Store,"Bar,Italian Restaurant,Art Gallery"
221,Clothing Store,"Clothing Store,Dessert Shop,Art Gallery"
222,Clothing Store,"Art Gallery,Office"
223,Clothing Store,"Clothing Store,Ramen /  Noodle House,Cosmetics Shop"
224,Clothing Store,"Clothing Store,Sporting Goods Shop,Salon / Barbershop"
225,Miscellaneous Shop,"Hobby Shop,Electronics Store,Toy / Game Store"
226,Electronics Store,"Music Store,Record Shop,Bakery"
227,Sporting Goods Shop,"Sporting Goods Shop,Bar,Italian Restaurant"
228,Gift Shop,"Café,Gift Shop,Ramen /  Noodle House"
229,Miscellaneous Shop,"Electronics Store,Café,Hobby Shop"
230,Miscellaneous Shop,"Clothing Store,Board Shop,Salon / Barbershop"
231,Bookstore,"Japanese Restaurant,Café,Bar"
232,Clothing Store,"Tea Room,Building,Office"
233,Bookstore,"Café,Train Station,Bus Station"
234,Department Store,"Chinese Restaurant,Japanese Restaurant,Road"
235,Mall,"Clothing Store,Sporting Goods Shop,Japanese Restaurant"
236,Clothing Store,"Clothing Store,Bar,Japanese Restaurant"
237,Miscellaneous Shop,"Pet Store,Design Studio,French Restaurant"
238,Design Studio,"Miscellaneous Shop,Bar,French Restaurant"
239,Food & Drink Shop,"Bar,Café,Clothing Store"
240,Food & Drink Shop,"Japanese Restaurant,Bus Station,Automotive Shop"
241,Food & Drink Shop,"Coffee Shop,Road,Café"
242,Food & Drink Shop,"Coffee Shop,Mall,Ramen /  Noodle House"
243,Food & Drink Shop,"Japanese Restaurant,Italian Restaurant,Bar"
244,Convenience Store,"Building,Korean Restaurant,Vegetarian / Vegan Restaurant"
245,Clothing Store,"Bar,Japanese Restaurant,Electronics Store"
246,Mall,"Japanese Restaurant,Food & Drink Shop,Hobby Shop"
247,Bookstore,"Salon / Barbershop,Breakfast Spot,Bridge"
248,Clothing Store,"Jewelry Store,Dessert Shop,French Restaurant"
249,Clothing Store,"Salon / Barbershop,Music Store,Medical Center"
250,Gift Shop,"Clothing Store,Café,Miscellaneous Shop"
251,Clothing Store,"Bar,Clothing Store,Movie Theater"
252,Video Game Store,"Electronics Store,Hobby Shop,Café"
253,Clothing Store,"Japanese Restaurant,Jewelry Store,Korean Restaurant"
254,Clothing Store,"Dessert Shop,Café,French Restaurant"
255,Flower Shop,"Japanese Restaurant,Bar,Italian Restaurant"
256,Clothing Store,"Bar,Ramen /  Noodle House,Fast Food Restaurant"
257,Bookstore, 
258,Sporting Goods Shop,"Japanese Restaurant,Café,Bakery"
259,Electronics Store,"Hobby Shop,Electronics Store,Japanese Restaurant"
260,Salon / Barbershop,"Bar,Japanese Restaurant,Thai Restaurant"
261,Train Station,"Chinese Restaurant,Bar,Café"
262,Music Venue,"Music Venue,Bar,Japanese Restaurant"
263,Music Venue,"Music Venue,Chinese Restaurant,Café"
264,Music Venue, 
265,Music Venue,Hotel
266,Italian Restaurant,"Convenience Store,Coffee Shop,Event Space"
267,Subway,"Office,Subway,Coffee Shop"
268,University,General College & University
269,Bakery,"Miscellaneous Shop,Food & Drink Shop,Coffee Shop"
270,Car Dealership,American Restaurant
271,Restaurant,"Bookstore,Café,Korean Restaurant"
272,University,College Academic Building
273,Bar,"Food & Drink Shop,Italian Restaurant,Salon / Barbershop"
274,University,College Academic Building
275,Train Station,"Bar,Salon / Barbershop,Thai Restaurant"
276,Train Station,"Train Station,Bakery,Food & Drink Shop"
277,Café,"Movie Theater,Bar,Clothing Store"
278,Bar,"Bar,Japanese Restaurant,Italian Restaurant"
279,Train Station,"Bakery,Train Station,Fried Chicken Joint"
280,Bar,"Bar,Japanese Restaurant,Ramen /  Noodle House"
281,Train Station,"Food & Drink Shop,Convenience Store,Chinese Restaurant"
282,Road, 
283,Japanese Restaurant,"Train Station,Ramen /  Noodle House,Food & Drink Shop"
284,Subway,"Subway,Fast Food Restaurant,Office"
285,Coffee Shop,"Sandwich Place,Building,Medical Center"
286,Hotel,Restaurant
287,Train Station,"Train Station,Ramen /  Noodle House,Food & Drink Shop"
288,Clothing Store,"Clothing Store,Japanese Restaurant,Bar"
289,Train Station,"Ramen /  Noodle House,Bridge,Food & Drink Shop"
290,Train Station,"Bar,General Entertainment,Korean Restaurant"
291,Subway,"Chinese Restaurant,Bar,Spanish Restaurant"
292,Subway, 
293,Mall,"Japanese Restaurant,Clothing Store,Ice Cream Shop"
294,Café,"Coffee Shop,Fast Food Restaurant,Food & Drink Shop"
295,Train Station,"Café,Indian Restaurant,Train Station"
296,Train Station,"Chinese Restaurant,Café,Miscellaneous Shop"
297,Mall,"Bank,Food & Drink Shop,Hotel"
298,Building,"Hotel,Deli / Bodega,Arts & Crafts Store"
299,Hobby Shop,Japanese Restaurant
300,Chinese Restaurant,"Bar,Japanese Restaurant,BBQ Joint"
301,Coffee Shop,"Café,Subway,Bar"
302,Music Venue,"Bus Station,Asian Restaurant"
303,Train Station,"Train Station,Café,Event Space"
304,Bar,"Bar,Japanese Restaurant,Record Shop"
305,Burger Joint,"Ramen /  Noodle House,Hobby Shop,Bar"
306,Subway,"BBQ Joint,Fast Food Restaurant,Ramen /  Noodle House"
307,Bookstore,"Electronics Store,Hobby Shop,Japanese Restaurant"
308,Sandwich Place,"Food & Drink Shop,Japanese Restaurant,Coffee Shop"
309,Japanese Restaurant,"Japanese Restaurant,Asian Restaurant,Bar"
310,Train Station,"Convenience Store,Bus Station,Drugstore / Pharmacy"
311,Train Station,"Ramen /  Noodle House,Convenience Store,Bus Station"
312,Asian Restaurant,"Japanese Restaurant,Korean Restaurant,Bar"
313,Coffee Shop,"Bar,Japanese Restaurant,Ramen /  Noodle House"
314,Coffee Shop,"Ramen /  Noodle House,Japanese Restaurant,General Entertainment"
315,Subway,"Japanese Restaurant,Café,Italian Restaurant"
316,Subway,Subway
317,Subway,"Subway,Road,Government Building"
318,Fast Food Restaurant,"Sporting Goods Shop,Medical Center,Music Venue"
319,Train Station,"Train Station,Coffee Shop,Smoke Shop"
320,Coffee Shop,"Coffee Shop,Italian Restaurant,Building"
321,Fast Food Restaurant,"Japanese Restaurant,Ramen /  Noodle House"
322,Ramen /  Noodle House,"Indian Restaurant,Building,Spanish Restaurant"
323,Coffee Shop,"Office,Convenience Store,Food & Drink Shop"
324,Park, 
325,University,"College Academic Building,Government Building,Museum"
326,Train Station,"Japanese Restaurant,Coffee Shop,Ramen /  Noodle House"
327,Bar,"Japanese Restaurant,Bar,Ramen /  Noodle House"
328,Japanese Restaurant,"Japanese Restaurant,Bar,Miscellaneous Shop"
329,Café,"Gift Shop,Ramen /  Noodle House,Café"
330,Restaurant,"Bar,Train Station,Ramen /  Noodle House"
331,Coffee Shop,"Rest Area,Ramen /  Noodle House"
332,American Restaurant,"Food & Drink Shop,Train Station,Café"
333,Clothing Store,"Medical Center,Salon / Barbershop,Office"
334,BBQ Joint,"Restaurant,Road,Electronics Store"
335,Chinese Restaurant,"Ramen /  Noodle House,Dumpling Restaurant,Food & Drink Shop"
336,Theater,"Bar,Library,Spanish Restaurant"
337,Bookstore,"Electronics Store,Café,Mobile Phone Shop"
338,Fast Food Restaurant,"Subway,Coffee Shop,Office"
339,Train Station,"Ramen /  Noodle House,Food & Drink Shop,Café"
340,Train Station,"Food & Drink Shop,Convenience Store,Bookstore"
341,Train Station,"Japanese Restaurant,Food & Drink Shop,Miscellaneous Shop"
342,Coffee Shop,"Ramen /  Noodle House,Japanese Restaurant,Coffee Shop"
343,Pizza Place,"Road,Bar,Italian Restaurant"
344,Diner,"Electronics Store,Hobby Shop,Bar"
345,Music Venue,"Bookstore,Smoke Shop,Japanese Restaurant"
346,Office,"Coffee Shop,Café,Art Gallery"
347,Coffee Shop,"Bus Station,Japanese Restaurant,Ramen /  Noodle House"
348,Train Station,"Japanese Restaurant,Bar,Ramen /  Noodle House"
349,Coffee Shop,"Ramen /  Noodle House,Japanese Restaurant,Food & Drink Shop"
350,Coffee Shop,"Office,Café,Coffee Shop"
351,Bar,"Bar,Japanese Restaurant,Café"
352,Electronics Store,"Bar,Electronics Store,Convenience Store"
353,Train Station,"Convenience Store,Train Station"
354,Fast Food Restaurant,"BBQ Joint,Bar"
355,Office,"Office,Convenience Store,Food & Drink Shop"
356,Coffee Shop,"Train Station,Food & Drink Shop,Chinese Restaurant"
357,Building,Bar
358,Chinese Restaurant,Convenience Store
359,Café,"Japanese Restaurant,BBQ Joint,Mexican Restaurant"
360,Coffee Shop,"Medical Center,Fast Food Restaurant,Drugstore / Pharmacy"
361,Event Space,"Sporting Goods Shop,Fast Food Restaurant,Asian Restaurant"
362,Subway,"Coffee Shop,Bank,Drugstore / Pharmacy"
363,Bar,"Bar,Event Space,Café"
364,Subway,"Coffee Shop,Convenience Store,Subway"
365,Train Station,"Train Station,Bar,Bus Station"
366,Subway,"Fried Chicken Joint,Fast Food Restaurant,Japanese Restaurant"
367,Train Station,"Japanese Restaurant,Fast Food Restaurant,Bank"
368,Hotel,Bakery
369,Dessert Shop,"Indian Restaurant,Japanese Restaurant,Ramen /  Noodle House"
370,Pizza Place,"Building,Food & Drink Shop"
371,Electronics Store,"Japanese Restaurant,Clothing Store,Café"
372,Subway,"Subway,Bar"
373,Train Station,"Subway,Ramen /  Noodle House,Korean Restaurant"
374,Subway,"Japanese Restaurant,Chinese Restaurant,Café"
375,Subway,Light Rail
376,Music Venue,"Japanese Restaurant,Music Venue,Bar"
377,Train Station,"Japanese Restaurant,Ramen /  Noodle House,Bookstore"
378,Gym / Fitness Center,Coffee Shop
379,Train Station,Ramen /  Noodle House
380,Train Station,"Train Station,Ramen /  Noodle House,Bar"
381,Train Station,"Bar,Sushi Restaurant,Train Station"
382,Train Station,"Train Station,Café,Bar"
383,Train Station,"Bar,Train Station,Japanese Restaurant"
384,Coffee Shop,Salon / Barbershop
385,Train Station,"Ramen /  Noodle House,Diner,Japanese Restaurant"
386,Train Station,"Asian Restaurant,Japanese Restaurant,Train Station"
387,Train Station,"Train Station,Restaurant,Japanese Restaurant"
388,Burger Joint,"Furniture / Home Store,Bar,Medical Center"
389,Bakery, 
390,Italian Restaurant,"Chinese Restaurant,Art Gallery,Bank"
391,BBQ Joint,"Miscellaneous Shop,Ramen /  Noodle House"
392,Japanese Restaurant,"Fast Food Restaurant,Food & Drink Shop,Drugstore / Pharmacy"
393,Coffee Shop, 
394,Subway,"Fast Food Restaurant,Convenience Store"
395,Train Station,"Convenience Store,Ramen /  Noodle House,Train Station"
396,Dumpling Restaurant,"Japanese Restaurant,Chinese Restaurant,Bookstore"
397,Chinese Restaurant,"Italian Restaurant,Library,Art Gallery"
398,Fried Chicken Joint,"Coffee Shop,Salon / Barbershop,Sushi Restaurant"
399,Sushi Restaurant,"Coffee Shop,Salon / Barbershop,Fried Chicken Joint"
400,Coffee Shop,Chinese Restaurant
401,Italian Restaurant,"Ramen /  Noodle House,Japanese Restaurant,Bridge"
402,Train Station,"Japanese Restaurant,Train Station,Arcade"
403,Food & Drink Shop,"Chinese Restaurant,Bar"
404,Subway,"Subway,Post Office,Bar"
405,Subway,Convenience Store
406,Coffee Shop,"Bookstore,Office,Food & Drink Shop"
407,Coffee Shop,"Food & Drink Shop,Art Gallery,Mall"
408,Japanese Restaurant,"Burger Joint,Music Venue,Japanese Restaurant"
409,Embassy / Consulate, 
410,Government Building, 
411,Road,Restaurant
412,Road,"Japanese Restaurant,Office"
413,Office,"Bar,Café,University"
414,Coffee Shop,"Café,Coffee Shop,Japanese Restaurant"
415,Coffee Shop,"Japanese Restaurant,Bar,BBQ Joint"
416,Train Station,"Train Station,Coffee Shop,Chinese Restaurant"
417,Coffee Shop,"Train Station,Chinese Restaurant,Donut Shop"
418,Indian Restaurant,"Japanese Restaurant,Bar,Fast Food Restaurant"
419,Department Store,"Japanese Restaurant,Bar,Café"
420,Hotel,"Japanese Restaurant,Office,Café"
421,Pizza Place,"Spa / Massage,Convenience Store,Historic Site"
422,Sushi Restaurant,"Bar,Music Venue,Restaurant"
423,Mexican Restaurant,"Japanese Restaurant,Café,Chinese Restaurant"
424,American Restaurant,"Bar,Chinese Restaurant,Building"
425,Vietnamese Restaurant,"Coffee Shop,Korean Restaurant,Event Space"
426,Subway,"Fast Food Restaurant,Subway"
427,Sandwich Place,Coffee Shop
428,Japanese Restaurant,Other Great Outdoors
429,Korean Restaurant,"Bar,Bookstore,Japanese Restaurant"
430,Japanese Restaurant,"Japanese Restaurant,Gift Shop,Bookstore"
431,Coffee Shop,"College Academic Building,Road"
432,Café,"Convenience Store,Convention Center,Korean Restaurant"
433,Train Station,"Office,Mall,Bar"
434,Japanese Restaurant,"Bar,Café,Convenience Store"
435,Ramen /  Noodle House,"Bar,Japanese Restaurant,Ramen /  Noodle House"
436,Ramen /  Noodle House,"Bar,Japanese Restaurant,Café"
437,Asian Restaurant,"Office,Food & Drink Shop"
438,Restaurant,"Japanese Restaurant,Bar,Café"
439,Japanese Restaurant,"Bar,Music Venue,Rental Car Location"
440,Sushi Restaurant,"Japanese Restaurant,Bar,Train Station"
441,Japanese Restaurant,"Bar,Japanese Restaurant,Ramen /  Noodle House"
442,Sushi Restaurant,"Bar,Ramen /  Noodle House,Japanese Restaurant"
443,Japanese Restaurant,"Bar,Japanese Restaurant,Café"
444,Bar,"Japanese Restaurant,Bar,Ramen /  Noodle House"
445,Japanese Restaurant,"Bar,Japanese Restaurant,Ramen /  Noodle House"
446,Ramen /  Noodle House,"Bar,Ramen /  Noodle House,Japanese Restaurant"
447,Café,"Japanese Restaurant,Bar,Clothing Store"
448,Café,"Bar,Music Venue,Japanese Restaurant"
449,Bar,"Japanese Restaurant,Ramen /  Noodle House,Bar"
450,Restaurant,"Bar,Japanese Restaurant,Music Venue"
451,Japanese Restaurant,"Bar,Japanese Restaurant,Music Venue"
452,German Restaurant,"Bar,Japanese Restaurant,Chinese Restaurant"
453,Bar,"Bar,Japanese Restaurant,Ramen /  Noodle House"
454,Food & Drink Shop,"Japanese Restaurant,Sushi Restaurant,Fast Food Restaurant"
455,Japanese Restaurant,"Bar,Ramen /  Noodle House,Music Venue"
456,Train Station,"Ramen /  Noodle House,Other Great Outdoors,Train Station"
457,Arcade,"Bar,Japanese Restaurant,Fried Chicken Joint"
458,Arcade,"Bar,Japanese Restaurant,Ramen /  Noodle House"
459,Clothing Store,"Spa / Massage,Food & Drink Shop"
460,Japanese Restaurant,"Japanese Restaurant,Office,Pizza Place"
461,Building,"Ramen /  Noodle House,Bookstore,Art Gallery"
462,Bank,"Bank,Medical Center,Office"
463,Stadium, 
464,Bar,"Japanese Restaurant,Bar,Music Venue"
465,Road,Road
466,Subway, 
467,Train Station,"Diner,Mobile Phone Shop,Fried Chicken Joint"
468,Train Station,"Coffee Shop,Fried Chicken Joint,Sushi Restaurant"
469,Subway,"Road,Subway"
470,Subway,"Japanese Restaurant,Subway,Ramen /  Noodle House"
471,Bar,"Bar,Japanese Restaurant,Convenience Store"
472,Subway,"Train Station,Convenience Store,Seafood Restaurant"
473,Ramen /  Noodle House,"Record Shop,Japanese Restaurant,Ramen /  Noodle House"
474,Train Station,"Train Station,Ramen /  Noodle House,Chinese Restaurant"
475,Café,"Japanese Restaurant,Café,Sporting Goods Shop"
476,Café,"Coffee Shop,Chinese Restaurant,Ramen /  Noodle House"
477,Ramen /  Noodle House,"Japanese Restaurant,Food & Drink Shop,Bookstore"
478,Subway,Road
479,Subway,"Bar,Ramen /  Noodle House,Dumpling Restaurant"
480,Subway,"Japanese Restaurant,Office,Indian Restaurant"
481,Subway,"Bar,Japanese Restaurant,Chinese Restaurant"
482,Fast Food Restaurant,"Coffee Shop,Ramen /  Noodle House,Post Office"
