geo_id,category,category_nearby
42,Bowling Alley,"Theater,Office,American Restaurant"
43,Bar,"Bar,Mexican Restaurant,Italian Restaurant"
44,Lounge,"Bar,Italian Restaurant,Chinese Restaurant"
45,Bar,"Office,Clothing Store,Italian Restaurant"
46,Pub,"Coffee Shop,Italian Restaurant,Vegetarian / Vegan Restaurant"
47,Sports Bar,"Italian Restaurant,American Restaurant,Bar"
48,Bar,"Italian Restaurant,Bar,American Restaurant"
49,Rock Club,"Bar,Mexican Restaurant,Lounge"
50,Bar,"Bar,Italian Restaurant,Pizza Place"
51,American Restaurant,"Italian Restaurant,Bar,American Restaurant"
52,Sushi Restaurant,"Office,Clothing Store,Italian Restaurant"
53,Rock Club,"Bar,Mexican Restaurant,Lounge"
54,Bar,"Bar,Italian Restaurant,Pizza Place"
55,Pub,"Office,Coffee Shop,Hotel"
56,Salad Place,"Office,Tech Startup,Italian Restaurant"
57,Molecular Gastronomy Restaurant,"Bar,Mexican Restaurant,Home (private)"
58,Dive Bar,"Bar,Italian Restaurant,Pizza Place"
59,Sandwich Place,"Office,Clothing Store,Italian Restaurant"
60,Office,"Office,Coffee Shop,American Restaurant"
61,Italian Restaurant,"Italian Restaurant,Office,Bar"
62,Pub,"Residential Building (Apartment / Condo),Italian Restaurant,Coffee Shop"
63,Bar,"Bar,Deli / Bodega,Coffee Shop"
64,Bar,"Bar,Pizza Place,Coffee Shop"
65,Dive Bar,"Office,Coffee Shop,Italian Restaurant"
66,Record Shop,"Italian Restaurant,Office,American Restaurant"
67,Malaysian Restaurant,"Bar,Pizza Place,Coffee Shop"
68,Café,"Bar,Italian Restaurant,Lounge"
69,Italian Restaurant,"Park,Diner,Coffee Shop"
70,Rock Club,"Bar,Mexican Restaurant,Home (private)"
71,Sports Bar,"Bar,Mexican Restaurant,Italian Restaurant"
72,French Restaurant,"Italian Restaurant,Lounge,Office"
73,American Restaurant,"Italian Restaurant,Bar,Office"
74,Italian Restaurant,"Bar,Pizza Place,American Restaurant"
75,Ice Cream Shop,"Clothing Store,Office,Bar"
76,Italian Restaurant,"Office,Coffee Shop,Hotel"
77,Pub,"Bar,Wine Shop,Factory"
78,American Restaurant,"Bar,American Restaurant,Home (private)"
79,Mexican Restaurant,"Italian Restaurant,Lounge,Office"
80,Music Venue,"Office,Theater,Bar"
81,Bar,"Coffee Shop,Italian Restaurant,Gym"
82,Pub,"Bar,Pizza Place,Coffee Shop"
83,Grocery Store,"Italian Restaurant,American Restaurant,Bar"
84,Seafood Restaurant,"Office,Tech Startup,Clothing Store"
85,Eastern European Restaurant,"Office,Theater,Bar"
86,Pub,"Bar,Italian Restaurant,Mexican Restaurant"
87,Pub,"Office,Italian Restaurant,Bar"
88,French Restaurant,"Office,Tech Startup,Clothing Store"
89,Restaurant,"Coffee Shop,Italian Restaurant,Bar"
90,Bar,"Bar,Office,Mexican Restaurant"
91,Italian Restaurant,"Office,Theater,Hotel"
92,Italian Restaurant,"Bar,Mexican Restaurant,Lounge"
93,Dive Bar,"Bar,Italian Restaurant,Coffee Shop"
94,American Restaurant,"Office,Clothing Store,Italian Restaurant"
95,Ice Cream Shop,"Italian Restaurant,Bar,Office"
96,Deli / Bodega,"Office,Hotel,Theater"
97,Hotel Bar,"Office,Tech Startup,Clothing Store"
98,Theater,"Italian Restaurant,Lounge,French Restaurant"
99,French Restaurant,"Office,Tech Startup,Italian Restaurant"
100,Pub,"Clothing Store,Office,Bar"
101,Paella Restaurant,"Italian Restaurant,American Restaurant,Coffee Shop"
102,Southern / Soul Food Restaurant,"Bar,Italian Restaurant,Mexican Restaurant"
103,Sushi Restaurant,"Italian Restaurant,Bar,Office"
104,Dive Bar,"Bar,Mexican Restaurant,Home (private)"
105,Clothing Store,"Office,Clothing Store,Italian Restaurant"
106,Mexican Restaurant,"Italian Restaurant,Bar,Office"
107,Brewery,"Art Gallery,Office,Event Space"
108,Italian Restaurant,"Office,Bar,Clothing Store"
109,Rock Club,"Office,Italian Restaurant,Bar"
110,Gay Bar,"Italian Restaurant,Bar,American Restaurant"
111,BBQ Joint,"Office,Theater,Hotel"
112,Bar,"Office,Tech Startup,Italian Restaurant"
113,New American Restaurant,"Bar,Lounge,Mexican Restaurant"
114,Bar,"Bar,Pizza Place,Italian Restaurant"
115,American Restaurant,"Italian Restaurant,Bar,American Restaurant"
116,Wine Bar,"Office,Bar,American Restaurant"
117,Lounge,"Office,Clothing Store,Italian Restaurant"
118,Café,"Bar,Mexican Restaurant,Italian Restaurant"
119,Music Venue,"Italian Restaurant,Bar,American Restaurant"
120,Tattoo Parlor,"Office,Italian Restaurant,Chinese Restaurant"
121,Bar,"Burger Joint,Coffee Shop,Italian Restaurant"
122,Donut Shop,"Bar,Chinese Restaurant,Cocktail Bar"
123,Middle Eastern Restaurant,"Bar,Pizza Place,Coffee Shop"
124,Bookstore,"Clothing Store,Office,Italian Restaurant"
125,BBQ Joint,"Office,Tech Startup,Coffee Shop"
126,Concert Hall,"Coffee Shop,Italian Restaurant,Drugstore / Pharmacy"
127,Sushi Restaurant,"Bar,American Restaurant,Italian Restaurant"
128,Indian Restaurant,"Bar,Italian Restaurant,Coffee Shop"
129,Bar,"Bar,Mexican Restaurant,Lounge"
130,Diner,"Bar,Mexican Restaurant,Lounge"
131,Burger Joint,"Office,American Restaurant,Italian Restaurant"
132,Italian Restaurant,"Bar,American Restaurant,Rock Club"
133,Mexican Restaurant,"Bar,Pizza Place,Cocktail Bar"
134,German Restaurant,"Bar,Italian Restaurant,Café"
135,Steakhouse,"Italian Restaurant,Office,Coffee Shop"
136,Sushi Restaurant,"Bar,Italian Restaurant,Mexican Restaurant"
137,Italian Restaurant,"Office,Clothing Store,Italian Restaurant"
138,Performing Arts Venue,"Office,Italian Restaurant,Building"
139,Italian Restaurant,"Clothing Store,Italian Restaurant,Office"
140,Cocktail Bar,"Bar,Mexican Restaurant,Lounge"
141,Concert Hall,"Italian Restaurant,Performing Arts Venue,Residential Building (Apartment / Condo)"
142,Dive Bar,"Clothing Store,Office,Bar"
143,Italian Restaurant,"Bar,Mexican Restaurant,Italian Restaurant"
144,Art Gallery,"Office,General Entertainment,Bus Line"
145,Sushi Restaurant,"Office,Italian Restaurant,Bar"
146,Bar,"Bar,Pizza Place,Coffee Shop"
147,Japanese Restaurant,"Bar,Pizza Place,Coffee Shop"
148,Bar,"Bar,Coffee Shop,Pizza Place"
149,Hotel Bar,"Office,Italian Restaurant,American Restaurant"
150,Bar,"Bar,Italian Restaurant,Mexican Restaurant"
151,Italian Restaurant,"Italian Restaurant,Coffee Shop,Residential Building (Apartment / Condo)"
152,Brewery,"Office,Tech Startup,Coffee Shop"
153,Dive Bar,"Bar,Italian Restaurant,Mexican Restaurant"
154,Bar,"Italian Restaurant,Bar,American Restaurant"
155,Latin American Restaurant,"Office,Clothing Store,Tech Startup"
156,Event Space,"Office,Tech Startup,Hotel"
157,Bar,"Bar,Coffee Shop,Italian Restaurant"
158,Lounge,"Italian Restaurant,Bar,American Restaurant"
159,Bar,"Italian Restaurant,Office,American Restaurant"
160,Café,"Office,Coffee Shop,Hotel"
161,Gay Bar,"Bar,Italian Restaurant,Coffee Shop"
162,Italian Restaurant,"Office,Italian Restaurant,Bar"
163,French Restaurant,"Office,Italian Restaurant,Tech Startup"
164,Bar,"Bar,Coffee Shop,Italian Restaurant"
165,Pub,"Bar,Coffee Shop,Italian Restaurant"
166,French Restaurant,"Bar,Pizza Place,Italian Restaurant"
167,Bakery,"Clothing Store,Italian Restaurant,Office"
168,Indie Movie Theater,"Office,Italian Restaurant,Bar"
169,French Restaurant,"Bar,Italian Restaurant,American Restaurant"
170,Italian Restaurant,"Italian Restaurant,Bar,Office"
171,Afghan Restaurant,"Bar,Office,Coffee Shop"
172,Dive Bar,"Bar,Pizza Place,Coffee Shop"
173,Falafel Restaurant,"Italian Restaurant,Bar,American Restaurant"
174,Bar,"Italian Restaurant,Coffee Shop,Office"
175,Grocery Store,"Italian Restaurant,Drugstore / Pharmacy,Coffee Shop"
176,Bar,"Bar,Italian Restaurant,Mexican Restaurant"
177,Hot Dog Joint,"Italian Restaurant,Coffee Shop,Residential Building (Apartment / Condo)"
178,Nightclub,"Office,Tech Startup,American Restaurant"
179,Greek Restaurant,"Italian Restaurant,Bar,American Restaurant"
180,Bar,"Italian Restaurant,Coffee Shop,Park"
181,Italian Restaurant,"Italian Restaurant,Bar,Office"
182,American Restaurant,"Office,Coffee Shop,Hotel"
183,Mexican Restaurant,"Italian Restaurant,Grocery Store,Café"
184,Japanese Restaurant,"Office,Coffee Shop,Hotel"
185,Bowling Alley,"Office,Tech Startup,Clothing Store"
186,Mexican Restaurant,"Italian Restaurant,Bar,American Restaurant"
187,Deli / Bodega,"Office,Coffee Shop,Hotel"
188,Dive Bar,"Clothing Store,Office,Bar"
189,Italian Restaurant,"Italian Restaurant,American Restaurant,Bar"
190,Steakhouse,"Office,Bar,American Restaurant"
191,Ice Cream Shop,"Chinese Restaurant,Italian Restaurant,Courthouse"
192,Mediterranean Restaurant,"Office,Hotel,Coffee Shop"
193,Hotel Bar,"Office,Clothing Store,Tech Startup"
194,Mexican Restaurant,"Building,Office,Italian Restaurant"
195,Asian Restaurant,"Office,Theater,Hotel"
196,Burger Joint,"Office,Coffee Shop,Hotel"
197,Vietnamese Restaurant,"Chinese Restaurant,Italian Restaurant,Clothing Store"
198,Gay Bar,"Bar,American Restaurant,Burger Joint"
199,French Restaurant,"Park,French Restaurant,Athletic & Sport"
200,Music Venue,"Office,Bar,Coffee Shop"
201,Bar,"Italian Restaurant,Drugstore / Pharmacy,Clothing Store"
202,Wine Bar,"Office,Tech Startup,Clothing Store"
203,Burger Joint,"Bar,Coffee Shop,Italian Restaurant"
204,Bar,"Bar,Coffee Shop,Office"
205,Jazz Club,"Office,Clothing Store,Italian Restaurant"
206,Bar,"Italian Restaurant,Office,American Restaurant"
207,Breakfast Spot,"Bar,Coffee Shop,Italian Restaurant"
208,Bar,"Art Gallery,Office,Italian Restaurant"
209,Chinese Restaurant,"Chinese Restaurant,Italian Restaurant,Courthouse"
210,Nightclub,"Bar,Pizza Place,Coffee Shop"
211,Mexican Restaurant,"Italian Restaurant,American Restaurant,Bar"
212,Hotel,"Office,Theater,Coffee Shop"
213,Pub,"Office,Italian Restaurant,American Restaurant"
214,Hobby Shop,"Office,Coffee Shop,Bar"
215,Dive Bar,"Bar,Office,Clothing Store"
216,Bar,"Bar,Coffee Shop,Italian Restaurant"
217,Middle Eastern Restaurant,"Bar,Italian Restaurant,Mexican Restaurant"
218,Hookah Bar,"Bar,Pizza Place,Coffee Shop"
219,Pub,"Italian Restaurant,American Restaurant,Bar"
220,Record Shop,"Office,Home (private),General Entertainment"
221,Mexican Restaurant,"Bar,Pizza Place,Coffee Shop"
222,American Restaurant,"Italian Restaurant,Coffee Shop,Bar"
223,Bar,"Coffee Shop,American Restaurant,Italian Restaurant"
224,French Restaurant,"Bar,Pizza Place,Italian Restaurant"
225,Café,"Clothing Store,Italian Restaurant,Office"
226,Cupcake Shop,"Italian Restaurant,Coffee Shop,American Restaurant"
227,Rock Club,"Coffee Shop,Park,Italian Restaurant"
228,Diner,"Park,Italian Restaurant,Diner"
229,Bar,"Grocery Store,Bar,Drugstore / Pharmacy"
230,Pizza Place,"Bar,Italian Restaurant,Coffee Shop"
231,Italian Restaurant,"Theater,Office,Bar"
232,Sake Bar,"Bar,Pizza Place,Coffee Shop"
233,Pub,"Italian Restaurant,Bar,American Restaurant"
234,Pizza Place,"Coffee Shop,Italian Restaurant,Vegetarian / Vegan Restaurant"
235,French Restaurant,"Office,Coffee Shop,Hotel"
236,Lounge,"Office,Bar,Coffee Shop"
237,Cheese Shop,"Italian Restaurant,Office,Bar"
238,Bar,"Bar,Italian Restaurant,American Restaurant"
239,American Restaurant,"Office,Building,Sandwich Place"
240,Bagel Shop,"Bar,Residential Building (Apartment / Condo),Home (private)"
241,Lounge,"Bar,Office,Coffee Shop"
242,Café,"Bar,Pizza Place,Italian Restaurant"
243,Boutique,"Clothing Store,Office,Italian Restaurant"
244,Breakfast Spot,"Coffee Shop,Italian Restaurant,Park"
245,Lounge,"Office,Tech Startup,Bar"
246,New American Restaurant,"Italian Restaurant,Bar,American Restaurant"
247,Burger Joint,"Coffee Shop,Italian Restaurant,Drugstore / Pharmacy"
248,Lounge,"Bar,Pizza Place,Italian Restaurant"
249,Steakhouse,"Office,Coffee Shop,Sandwich Place"
250,Steakhouse,"Office,Coffee Shop,Hotel"
251,Dive Bar,"Coffee Shop,Italian Restaurant,History Museum"
252,Burrito Place,"Italian Restaurant,Bar,American Restaurant"
253,Italian Restaurant,"Italian Restaurant,Bar,Playground"
254,Pub,"Office,Bar,Coffee Shop"
255,Mexican Restaurant,"Clothing Store,Office,Italian Restaurant"
256,Bar,"Bar,Italian Restaurant,Pizza Place"
257,American Restaurant,"Office,Clothing Store,Italian Restaurant"
258,Pub,"Bar,Indian Restaurant,Office"
259,Sports Bar,"Coffee Shop,Italian Restaurant,History Museum"
260,French Restaurant,"Office,Clothing Store,Italian Restaurant"
261,Burger Joint,"Italian Restaurant,American Restaurant,Coffee Shop"
262,Burrito Place,"Office,Bar,Indian Restaurant"
263,Pub,"Office,Bar,Indian Restaurant"
264,Burger Joint,"Office,Bar,Coffee Shop"
265,Bar,"Bar,Pizza Place,Italian Restaurant"
266,Bar,"Office,Bar,Coffee Shop"
267,Bagel Shop,"Coffee Shop,Italian Restaurant,Vegetarian / Vegan Restaurant"
268,Bar,"Bar,Pizza Place,Coffee Shop"
269,Sports Bar,"Office,Bar,Coffee Shop"
270,American Restaurant,"Theater,Office,Bar"
271,Seafood Restaurant,"Italian Restaurant,Bar,American Restaurant"
272,Coffee Shop,"Coffee Shop,Italian Restaurant,Park"
273,Italian Restaurant,"Office,Bar,Hotel"
274,Diner,"Bar,Coffee Shop,Mexican Restaurant"
275,Whisky Bar,"Bar,Lounge,Mexican Restaurant"
276,Mexican Restaurant,"Bar,Office,Residential Building (Apartment / Condo)"
277,Latin American Restaurant,"Coffee Shop,History Museum,Park"
278,Gym,"Office,Tech Startup,Clothing Store"
279,Diner,"Bar,Office,Coffee Shop"
280,Nightclub,"Bar,Italian Restaurant,Mexican Restaurant"
281,Sushi Restaurant,"Office,Bar,Hotel"
282,Sushi Restaurant,"Office,Tech Startup,Italian Restaurant"
283,Asian Restaurant,"Clothing Store,Office,Italian Restaurant"
284,Italian Restaurant,"Bar,Coffee Shop,Pizza Place"
285,Pizza Place,"Clothing Store,Office,Italian Restaurant"
286,Mexican Restaurant,"Office,Coffee Shop,Deli / Bodega"
287,American Restaurant,"Italian Restaurant,Coffee Shop,Diner"
288,Café,"Office,Coffee Shop,Hotel"
289,Diner,"Office,Tech Startup,Clothing Store"
290,Italian Restaurant,"Office,Coffee Shop,Bar"
291,New American Restaurant,"Coffee Shop,Italian Restaurant,Vegetarian / Vegan Restaurant"
292,Thai Restaurant,"Filipino Restaurant,Pub,Asian Restaurant"
293,Pub,"Office,Bar,Pizza Place"
294,French Restaurant,"Office,Korean Restaurant,Coffee Shop"
295,Italian Restaurant,"Office,Clothing Store,Bar"
296,Mexican Restaurant,"Coffee Shop,Italian Restaurant,History Museum"
297,Bar,"Office,Bar,Clothing Store"
298,Comedy Club,"Italian Restaurant,American Restaurant,Bar"
299,Bar,"Coffee Shop,Italian Restaurant,History Museum"
300,Diner,"Office,Bar,Coffee Shop"
301,Pub,"Office,Hotel,Coffee Shop"
302,Bar,"Office,Bar,Italian Restaurant"
303,Coffee Shop,"Italian Restaurant,Bar,American Restaurant"
304,Bar,"Office,Coffee Shop,Deli / Bodega"
305,Bar,"Bar,Deli / Bodega,Pizza Place"
306,Mexican Restaurant,"Bar,Pizza Place,Coffee Shop"
307,Bike Shop,"Clothing Store,Office,Italian Restaurant"
308,Bar,"Bar,Office,Indian Restaurant"
309,New American Restaurant,"Office,Coffee Shop,Clothing Store"
310,Hotel,"Office,Clothing Store,Tech Startup"
311,Burrito Place,"Bar,Italian Restaurant,Mexican Restaurant"
312,Comedy Club,"Coffee Shop,Italian Restaurant,Gym"
313,New American Restaurant,"Office,Bar,Clothing Store"
314,Dive Bar,"American Restaurant,Subway,Burger Joint"
315,American Restaurant,"Bar,Italian Restaurant,American Restaurant"
316,Hotel,"Office,Coffee Shop,Bar"
317,Jazz Club,"Residential Building (Apartment / Condo),Home (private),Coffee Shop"
318,Fish & Chips Shop,"Italian Restaurant,Coffee Shop,Office"
319,Bar,"Office,Bar,Indian Restaurant"
320,Breakfast Spot,"Office,Hotel,Coffee Shop"
321,Pizza Place,"Bar,American Restaurant,Coffee Shop"
322,Restaurant,"Office,American Restaurant,Coffee Shop"
323,Nightclub,"Bar,Café,Cocktail Bar"
324,Café,"Italian Restaurant,Bar,American Restaurant"
325,Pizza Place,"Office,Bar,Coffee Shop"
326,Lounge,"Bar,Coffee Shop,Pizza Place"
327,American Restaurant,"Italian Restaurant,Bar,American Restaurant"
328,Café,"Park,Italian Restaurant,Deli / Bodega"
329,Pub,"Bar,Coffee Shop,Office"
330,Italian Restaurant,"Bar,Italian Restaurant,Mexican Restaurant"
331,Bar,"Office,Bar,Coffee Shop"
332,American Restaurant,"Italian Restaurant,Bar,Coffee Shop"
333,New American Restaurant,"Office,Coffee Shop,Hotel"
334,Japanese Restaurant,"Bar,Coffee Shop,Pizza Place"
335,French Restaurant,"American Restaurant,Bar,Italian Restaurant"
336,Pub,"Bar,Coffee Shop,Pizza Place"
337,Coffee Shop,"Office,Italian Restaurant,Bar"
338,American Restaurant,"Office,Coffee Shop,Hotel"
339,Italian Restaurant,"Office,Tech Startup,Coffee Shop"
340,Mexican Restaurant,"Bar,Italian Restaurant,Pizza Place"
341,Bar,"Office,Bar,Coffee Shop"
342,American Restaurant,"Office,Bar,Indian Restaurant"
343,New American Restaurant,"Office,Coffee Shop,Tech Startup"
344,Sports Bar,"Bar,Coffee Shop,Office"
345,Bar,"Residential Building (Apartment / Condo),Bar,Deli / Bodega"
346,Gastropub,"Office,General Entertainment,Deli / Bodega"
347,Dive Bar,"Residential Building (Apartment / Condo),Coffee Shop,Diner"
348,Sandwich Place,"Office,Clothing Store,Italian Restaurant"
349,Indian Restaurant,"Bar,Italian Restaurant,Mexican Restaurant"
350,French Restaurant,"Office,Tech Startup,Food Truck"
351,Pub,"Office,Theater,Hotel"
352,Vegetarian / Vegan Restaurant,"Clothing Store,Italian Restaurant,Office"
353,Brewery,"Bar,American Restaurant,Italian Restaurant"
354,Coffee Shop,"Bar,American Restaurant,Italian Restaurant"
355,Mexican Restaurant,"Bar,Residential Building (Apartment / Condo),Pizza Place"
356,Electronics Store,"Bar,Office,Coffee Shop"
357,South American Restaurant,"Residential Building (Apartment / Condo),Pizza Place,Coffee Shop"
358,Hot Dog Joint,"Italian Restaurant,American Restaurant,Bar"
359,Bar,"Art Gallery,Italian Restaurant,Coffee Shop"
360,Bar,"Office,Bar,Coffee Shop"
361,Bar,"Residential Building (Apartment / Condo),Bar,Deli / Bodega"
362,Ramen /  Noodle House,"Office,Tech Startup,Clothing Store"
363,Music Venue,"Bar,Italian Restaurant,Café"
364,Mediterranean Restaurant,"Office,Clothing Store,Italian Restaurant"
365,Steakhouse,"Bar,Italian Restaurant,Chinese Restaurant"
366,American Restaurant,"Office,Tech Startup,Clothing Store"
367,Pizza Place,"Clothing Store,Office,Italian Restaurant"
368,Bar,"Italian Restaurant,American Restaurant,Coffee Shop"
369,Bar,"Office,Coffee Shop,Tech Startup"
370,Café,"Bar,Mexican Restaurant,Coffee Shop"
371,Bar,"Clothing Store,Office,Italian Restaurant"
372,French Restaurant,"Bar,Coffee Shop,College Library"
373,Asian Restaurant,"Clothing Store,Italian Restaurant,Office"
374,Bar,"Coffee Shop,Italian Restaurant,Sushi Restaurant"
375,Dive Bar,"Italian Restaurant,Thai Restaurant,Pizza Place"
376,Diner,"Bar,Office,Hotel"
377,Fast Food Restaurant,"Office,Coffee Shop,Italian Restaurant"
378,Café,"Bar,Pizza Place,Italian Restaurant"
379,Pub,"Bar,American Restaurant,Coffee Shop"
380,French Restaurant,"Office,Theater,Hotel"
381,Southern / Soul Food Restaurant,"Southern / Soul Food Restaurant,Church,Deli / Bodega"
382,American Restaurant,"Italian Restaurant,Coffee Shop,American Restaurant"
383,Hookah Bar,"Bar,Pizza Place,Coffee Shop"
384,Sandwich Place,"Office,Tech Startup,Food Truck"
385,Chinese Restaurant,"Chinese Restaurant,Italian Restaurant,Courthouse"
386,Mexican Restaurant,"Office,Tech Startup,Italian Restaurant"
387,American Restaurant,"Italian Restaurant,College Residence Hall,Residential Building (Apartment / Condo)"
388,Bar,"Office,Tech Startup,Clothing Store"
389,Pub,"Office,Tech Startup,Bar"
390,Breakfast Spot,"Coffee Shop,Italian Restaurant,History Museum"
391,Mexican Restaurant,"Coffee Shop,Mexican Restaurant,Grocery Store"
392,Bar,"Bar,Coffee Shop,Italian Restaurant"
393,Dumpling Restaurant,"Chinese Restaurant,Italian Restaurant,Office"
394,BBQ Joint,"Office,Tech Startup,Bar"
395,Southern / Soul Food Restaurant,"Residential Building (Apartment / Condo),Coffee Shop,Restaurant"
396,Gastropub,"Bar,American Restaurant,Italian Restaurant"
397,Bar,"Bar,Italian Restaurant,Mexican Restaurant"
398,Music Venue,"Italian Restaurant,Coffee Shop,Residential Building (Apartment / Condo)"
399,Pizza Place,"Italian Restaurant,Coffee Shop,Bar"
400,American Restaurant,"Office,Theater,Hotel"
401,Bar,"Bar,American Restaurant,Coffee Shop"
402,Lounge,"Italian Restaurant,American Restaurant,Park"
403,Chinese Restaurant,"Chinese Restaurant,Italian Restaurant,Courthouse"
404,Sandwich Place,"Office,Coffee Shop,Hotel"
405,Bar,"Bar,American Restaurant,Italian Restaurant"
406,Chinese Restaurant,"Bar,American Restaurant,Coffee Shop"
407,Seafood Restaurant,"Office,Tech Startup,Coffee Shop"
408,Seafood Restaurant,"Chinese Restaurant,Italian Restaurant,Courthouse"
409,American Restaurant,"Bar,Office,Building"
410,Bar,"Bar,American Restaurant,Mexican Restaurant"
411,Pub,"Office,Bar,Coffee Shop"
412,Sandwich Place,"Office,Coffee Shop,Hotel"
413,Pizza Place,"Clothing Store,Office,Bar"
414,Dive Bar,"Bar,American Restaurant,Cocktail Bar"
415,Dive Bar,"Bar,Pizza Place,Italian Restaurant"
416,Vegetarian / Vegan Restaurant,"Bar,Pizza Place,Coffee Shop"
417,Mexican Restaurant,"Bar,American Restaurant,Coffee Shop"
418,Sushi Restaurant,"Bar,Pizza Place,Coffee Shop"
419,Bar,"Office,Clothing Store,Italian Restaurant"
420,Gym,"Office,Coffee Shop,Hotel"
421,Burger Joint,"Italian Restaurant,Bar,Coffee Shop"
422,Italian Restaurant,"Italian Restaurant,Bar,Coffee Shop"
423,Pub,"Italian Restaurant,Bar,Coffee Shop"
424,Rock Club,"Bus Line,Residential Building (Apartment / Condo),Italian Restaurant"
425,Steakhouse,"Office,Coffee Shop,Hotel"
426,French Restaurant,"Clothing Store,Office,Italian Restaurant"
427,Pub,"Office,Tech Startup,American Restaurant"
428,Cocktail Bar,"Office,Coffee Shop,Hotel"
429,Bookstore,"Coffee Shop,Burger Joint,American Restaurant"
430,Lounge,"Office,Clothing Store,Italian Restaurant"
431,Bar,"Home (private),Italian Restaurant,Bar"
432,Italian Restaurant,"Italian Restaurant,Coffee Shop,Residential Building (Apartment / Condo)"
433,Deli / Bodega,"Mexican Restaurant,Bowling Alley,Diner"
434,German Restaurant,"Italian Restaurant,French Restaurant,American Restaurant"
435,Bar,"Office,Clothing Store,Italian Restaurant"
436,American Restaurant,"Office,Hotel,Coffee Shop"
437,Pub,"Italian Restaurant,Coffee Shop,Bar"
438,American Restaurant,"Clothing Store,Office,Italian Restaurant"
439,New American Restaurant,"Office,Tech Startup,Coffee Shop"
440,Italian Restaurant,"Latin American Restaurant,Salon / Barbershop,Ice Cream Shop"
441,French Restaurant,"Office,Theater,Coffee Shop"
442,Bar,"Office,Bar,Tech Startup"
443,Seafood Restaurant,"Office,Coffee Shop,Hotel"
444,Hot Dog Joint,"Italian Restaurant,Coffee Shop,Bar"
445,Italian Restaurant,"Office,Italian Restaurant,Bar"
446,Bar,"Office,Italian Restaurant,American Restaurant"
447,Italian Restaurant,"French Restaurant,American Restaurant,Residential Building (Apartment / Condo)"
448,Italian Restaurant,"Residential Building (Apartment / Condo),Italian Restaurant,Performing Arts Venue"
449,American Restaurant,"Office,American Restaurant,Coffee Shop"
450,Ramen /  Noodle House,"Office,Hotel,Sandwich Place"
451,Bookstore,"Italian Restaurant,Grocery Store,Coffee Shop"
452,Bar,"Bar,Coffee Shop,Italian Restaurant"
453,Seafood Restaurant,"Office,Tech Startup,Italian Restaurant"
454,American Restaurant,"Office,Italian Restaurant,Bar"
455,Bar,"Bar,Coffee Shop,Gym"
456,American Restaurant,"Italian Restaurant,Bar,American Restaurant"
457,Comedy Club,"Italian Restaurant,Coffee Shop,Bar"
458,American Restaurant,"Italian Restaurant,Bar,Coffee Shop"
459,Vegetarian / Vegan Restaurant,"Bar,Pizza Place,Japanese Restaurant"
460,Pub,"Office,American Restaurant,Coffee Shop"
461,Sushi Restaurant,"Clothing Store,Office,Bar"
