geo_id,category,category_nearby
56,Shrine,"Mall,Convenience Store,Temple"
57,Building,"Ramen /  Noodle House,Japanese Restaurant,Bar"
58,Park,"Train Station,Japanese Restaurant,Bar"
59,Park,"Bridge,Convenience Store,Fast Food Restaurant"
60,Shrine,"Japanese Restaurant,Ramen /  Noodle House,Subway"
61,Shrine,"Ramen /  Noodle House,Café,Japanese Restaurant"
62,Government Building,"Ramen /  Noodle House,Coffee Shop,Bar"
63,Garden,"Office,Train Station,Ramen /  Noodle House"
64,Train Station,"Ramen /  Noodle House,Bar,Train Station"
65,Train Station,"Train Station,Coffee Shop,Ramen /  Noodle House"
66,Building,"Train Station,Ramen /  Noodle House,Building"
67,Park,"Mall,Convenience Store,Food & Drink Shop"
68,Mall,"Ramen /  Noodle House,Bar,Japanese Restaurant"
69,Art Museum,"Ramen /  Noodle House,Bar,Japanese Restaurant"
70,Mall,"Ramen /  Noodle House,Coffee Shop,Chinese Restaurant"
71,Art Gallery,"Café,Clothing Store,Ramen /  Noodle House"
72,Mexican Restaurant,"Train Station,Ramen /  Noodle House,Coffee Shop"
73,Spanish Restaurant,"Ramen /  Noodle House,Bar,Japanese Restaurant"
74,American Restaurant,"Ramen /  Noodle House,Bar,Japanese Restaurant"
75,Brazilian Restaurant,"Ramen /  Noodle House,Bar,Japanese Restaurant"
76,Indian Restaurant,"Train Station,Ramen /  Noodle House,Japanese Restaurant"
77,Concert Hall,"Office,Coffee Shop,Convenience Store"
78,Music Venue,"Ramen /  Noodle House,Café,Train Station"
79,Music Venue,"Café,Subway,Coffee Shop"
80,Movie Theater,"Ramen /  Noodle House,Bar,Japanese Restaurant"
81,Concert Hall,"Ramen /  Noodle House,Bar,Japanese Restaurant"
82,Music Venue,"Ramen /  Noodle House,Bar,Japanese Restaurant"
83,Music Venue,"Bar,Ramen /  Noodle House,Japanese Restaurant"
84,Concert Hall,"Ramen /  Noodle House,Bar,Japanese Restaurant"
85,Concert Hall,"Café,Clothing Store,Ramen /  Noodle House"
86,Music Venue,"Ramen /  Noodle House,Bar,Japanese Restaurant"
87,Music Venue,"Café,Bar,Ramen /  Noodle House"
88,Music Venue,"Ramen /  Noodle House,Bar,Japanese Restaurant"
89,Electronics Store,"Ramen /  Noodle House,Train Station,Bar"
90,Bookstore,"Train Station,Ramen /  Noodle House,Japanese Restaurant"
91,Mall,"Ramen /  Noodle House,Train Station,Bar"
92,Clothing Store,"Ramen /  Noodle House,Bar,Train Station"
93,Sporting Goods Shop,"Bar,Ramen /  Noodle House,Train Station"
94,Gift Shop,"Café,Coffee Shop,Sporting Goods Shop"
95,Department Store,"Bar,Ramen /  Noodle House,Clothing Store"
96,Food & Drink Shop,"Café,Coffee Shop,Ramen /  Noodle House"
97,Food & Drink Shop,"Subway,Food & Drink Shop,Japanese Restaurant"
98,Food & Drink Shop,"Road,Bridge,Subway"
99,Mall,"Train Station,Ramen /  Noodle House,Bar"
100,Gift Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
101,Clothing Store,"Ramen /  Noodle House,Bar,Café"
102,Sporting Goods Shop,"Ramen /  Noodle House,Café,Coffee Shop"
103,Electronics Store,"Electronics Store,Ramen /  Noodle House,Hobby Shop"
104,Train Station,"Bar,Ramen /  Noodle House,Food & Drink Shop"
105,Music Venue,"Ramen /  Noodle House,Bar,Japanese Restaurant"
106,Subway,"Office,Japanese Restaurant,Café"
107,University,"Japanese Restaurant,Train Station,Café"
108,Bar,"Ramen /  Noodle House,Bar,Coffee Shop"
109,University,"College Academic Building,Train Station,Ramen /  Noodle House"
110,Train Station,"Convenience Store,Train Station,Ramen /  Noodle House"
111,Train Station,"Coffee Shop,Food & Drink Shop,Mall"
112,Café,"Bar,Ramen /  Noodle House,Japanese Restaurant"
113,Train Station,"Food & Drink Shop,Train Station,Convenience Store"
114,Train Station,"Ramen /  Noodle House,Café,Road"
115,Road,"Food & Drink Shop,Train Station,Café"
116,Subway,"Bar,Ramen /  Noodle House,Japanese Restaurant"
117,Coffee Shop,"Train Station,Ramen /  Noodle House,Bar"
118,Train Station,"Ramen /  Noodle House,Japanese Restaurant,Café"
119,Clothing Store,"Bar,Ramen /  Noodle House,Clothing Store"
120,Train Station,"Food & Drink Shop,Subway,Convenience Store"
121,Train Station,"Ramen /  Noodle House,Bar,Fast Food Restaurant"
122,Subway,"Road,Food & Drink Shop,Subway"
123,Subway,"Ramen /  Noodle House,Japanese Restaurant,Office"
124,Mall,"Ramen /  Noodle House,Train Station,Bar"
125,Train Station,"Food & Drink Shop,Coffee Shop,Ramen /  Noodle House"
126,Train Station,"Bar,Student Center,Ramen /  Noodle House"
127,Mall,"Ramen /  Noodle House,Bar,Japanese Restaurant"
128,Building,"Convenience Store,Ramen /  Noodle House,Government Building"
129,Music Venue,"Ramen /  Noodle House,Bar,Japanese Restaurant"
130,Train Station,"Ramen /  Noodle House,Bar,Coffee Shop"
131,Subway,"Bridge,Japanese Restaurant,Subway"
132,Bookstore,"Electronics Store,Ramen /  Noodle House,Hobby Shop"
133,Train Station,"Convenience Store,Food & Drink Shop,Bar"
134,Train Station,"Ramen /  Noodle House,Bar,Restaurant"
135,Coffee Shop,"Clothing Store,Ramen /  Noodle House,Movie Theater"
136,Coffee Shop,"Ramen /  Noodle House,Japanese Restaurant,Train Station"
137,Subway,"Ramen /  Noodle House,Bar,Japanese Restaurant"
138,Subway,"Government Building,Subway,Coffee Shop"
139,Subway,"Ramen /  Noodle House,Building,Bar"
140,Train Station,"Train Station,Ramen /  Noodle House,Japanese Restaurant"
141,Ramen /  Noodle House,"Ramen /  Noodle House,Japanese Restaurant,Bar"
142,University,"College Academic Building,University,Ramen /  Noodle House"
143,Train Station,"Ramen /  Noodle House,Japanese Restaurant,Café"
144,Café,"Café,Coffee Shop,Clothing Store"
145,Restaurant,"Electronics Store,Ramen /  Noodle House,Hobby Shop"
146,American Restaurant,"Train Station,Ramen /  Noodle House,Bar"
147,Theater,"Ramen /  Noodle House,Japanese Restaurant,Bar"
148,Bookstore,"Electronics Store,Ramen /  Noodle House,Hobby Shop"
149,Fast Food Restaurant,"Bar,Ramen /  Noodle House,Japanese Restaurant"
150,Train Station,"Food & Drink Shop,Japanese Restaurant,Ramen /  Noodle House"
151,Train Station,"College Academic Building,Ramen /  Noodle House,Food & Drink Shop"
152,Train Station,"Food & Drink Shop,Ramen /  Noodle House,Convenience Store"
153,Diner,"Electronics Store,Ramen /  Noodle House,Hobby Shop"
154,Music Venue,"Convenience Store,Ramen /  Noodle House,Chinese Restaurant"
155,Office,"Ramen /  Noodle House,Bar,Japanese Restaurant"
156,Coffee Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
157,Train Station,"Bar,Japanese Restaurant,Ramen /  Noodle House"
158,Coffee Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
159,Coffee Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
160,Electronics Store,"Ramen /  Noodle House,Train Station,Bar"
161,Train Station,"Bar,Fast Food Restaurant,Ramen /  Noodle House"
162,Event Space,"Café,Convenience Store,Japanese Restaurant"
163,Subway,"Food & Drink Shop,Coffee Shop,Ramen /  Noodle House"
164,Subway,"Ramen /  Noodle House,Train Station,Japanese Restaurant"
165,Train Station,"Japanese Restaurant,Ramen /  Noodle House,Bar"
166,Subway,"Fast Food Restaurant,College Academic Building,Miscellaneous Shop"
167,Train Station,"Bar,Music Venue,Ramen /  Noodle House"
168,Electronics Store,"Ramen /  Noodle House,Bar,Japanese Restaurant"
169,Subway,"Bridge,Subway,Café"
170,Train Station,"Ramen /  Noodle House,Japanese Restaurant,Office"
171,Subway,"Bar,Chinese Restaurant,Ramen /  Noodle House"
172,Subway,"Arcade,Gym / Fitness Center,Mall"
173,Music Venue,"Ramen /  Noodle House,Train Station,Food & Drink Shop"
174,Train Station,"Bar,Japanese Restaurant,Medical Center"
175,Gym / Fitness Center,"Bus Station,Chinese Restaurant,Park"
176,Train Station,"Japanese Restaurant,Art Museum,Science Museum"
177,Train Station,"Train Station,Japanese Restaurant,Bar"
178,Train Station,"Ramen /  Noodle House,Japanese Restaurant,Bar"
179,Train Station,"Electronics Store,Ramen /  Noodle House,Hobby Shop"
180,Train Station,"Bar,Ramen /  Noodle House,Convenience Store"
181,Train Station,"Japanese Restaurant,Convenience Store,Subway"
182,Train Station,"Convenience Store,Bar,Park"
183,Train Station,"Ramen /  Noodle House,Food & Drink Shop,Convenience Store"
184,Bakery,"Home (private),Clothing Store,Spa / Massage"
185,Subway,"Fast Food Restaurant,Road,Food & Drink Shop"
186,Train Station,"Road,Train Station,Clothing Store"
187,Train Station,"Ramen /  Noodle House,Bar,Japanese Restaurant"
188,Food & Drink Shop,"Ramen /  Noodle House,Café,Japanese Restaurant"
189,Subway,"Building,Coffee Shop,Subway"
190,Subway,"Road,Bus Station,Post Office"
191,Coffee Shop,"Ramen /  Noodle House,Bar,Coffee Shop"
192,Coffee Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
193,Japanese Restaurant,"Ramen /  Noodle House,Bar,Japanese Restaurant"
194,Embassy / Consulate,"Office,Ramen /  Noodle House,Convenience Store"
195,Government Building,"Light Rail,Shrine,University"
196,Road,"Bus Station,Subway,Post Office"
197,Office,"Electronics Store,Ramen /  Noodle House,Hobby Shop"
198,Coffee Shop,"Electronics Store,Hobby Shop,Ramen /  Noodle House"
199,Train Station,"Japanese Restaurant,Bar,Train Station"
200,Coffee Shop,"Japanese Restaurant,Bar,Train Station"
201,Indian Restaurant,"Ramen /  Noodle House,Bar,Japanese Restaurant"
202,Department Store,"Ramen /  Noodle House,Train Station,Bar"
203,Mexican Restaurant,"Food & Drink Shop,Coffee Shop,Ramen /  Noodle House"
204,Subway, 
205,Sandwich Place,"Office,Park,Playground"
206,Train Station,"Ramen /  Noodle House,Japanese Restaurant,Train Station"
207,Asian Restaurant,"Coffee Shop,Ramen /  Noodle House,Japanese Restaurant"
208,Ramen /  Noodle House,"Ramen /  Noodle House,Café,Bar"
209,Train Station,"Coffee Shop,Bar,Train Station"
210,Clothing Store,"Home (private),Bakery,Spa / Massage"
211,Building,"Ramen /  Noodle House,Japanese Restaurant,Coffee Shop"
212,Stadium,"Convenience Store,Park,Bar"
213,Subway,"Office,Convenience Store,Bar"
214,Train Station,"Gym / Fitness Center,Bus Station"
215,Train Station,"Japanese Restaurant,Asian Restaurant,Gym / Fitness Center"
216,Subway,"Park,Subway,College Academic Building"
217,Subway,"Subway,Park,College Academic Building"
218,Subway,"Road,Office,School"
219,Ramen /  Noodle House,"Ramen /  Noodle House,Bar,Japanese Restaurant"
220,Train Station,"Ramen /  Noodle House,Train Station,Building"
221,Ramen /  Noodle House,"Food & Drink Shop,Train Station,Asian Restaurant"
222,Subway,"Office,Temple,Miscellaneous Shop"
223,Subway,"Convenience Store,Bridge,Office"
224,Subway,"Office,Coffee Shop,Building"
225,Subway,"Road,Ramen /  Noodle House,Office"
226,Fast Food Restaurant,"Subway,Office,Road"
227,Train Station,"Chinese Restaurant,Japanese Restaurant,Convenience Store"
228,Coffee Shop,"Ramen /  Noodle House,Japanese Restaurant,College Academic Building"
229,Sushi Restaurant,"Convenience Store,Food & Drink Shop,Miscellaneous Shop"
230,Diner,"Bus Station,Bike Shop,Gym / Fitness Center"
231,Mall,"Food & Drink Shop,Sporting Goods Shop,Coffee Shop"
232,Spa / Massage,"Home (private),Bakery,Clothing Store"
233,Train Station,"Food & Drink Shop,Ramen /  Noodle House,Café"
234,Ramen /  Noodle House,"Ramen /  Noodle House,Coffee Shop,Café"
235,Ramen /  Noodle House,"Ramen /  Noodle House,Coffee Shop,Café"
236,Bar,"Ramen /  Noodle House,Convenience Store,Café"
237,Train Station,"Subway,Arcade"
238,Train Station,"College Academic Building,Japanese Restaurant,Ramen /  Noodle House"
239,Train Station,"Ramen /  Noodle House,Bar,Train Station"
240,Bookstore,"Ramen /  Noodle House,Coffee Shop,Bar"
241,Electronics Store,"Ramen /  Noodle House,Food & Drink Shop,Train Station"
242,Clothing Store,"Ramen /  Noodle House,Food & Drink Shop,Train Station"
243,Train Station,"Food & Drink Shop,Gym / Fitness Center,Ramen /  Noodle House"
244,Train Station,"Café,Bar,Ramen /  Noodle House"
245,Subway,"Japanese Restaurant,Ramen /  Noodle House,Hobby Shop"
246,Train Station,"Coffee Shop,Ramen /  Noodle House,Japanese Restaurant"
247,Building,"Ramen /  Noodle House,Train Station,Bar"
248,University,"Convenience Store,Food & Drink Shop,Ramen /  Noodle House"
249,Train Station,"Train Station,Convenience Store,Fast Food Restaurant"
250,Office,"Japanese Restaurant,Office,Ramen /  Noodle House"
251,Bar,"Ramen /  Noodle House,Bar,Train Station"
252,Building,"Train Station,Ramen /  Noodle House,Coffee Shop"
253,Mall,"Train Station,Ramen /  Noodle House,Coffee Shop"
254,Coffee Shop,"Café,Bar,Ramen /  Noodle House"
255,Coffee Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
256,Subway,"Ramen /  Noodle House,Café,Park"
257,Train Station,"Ramen /  Noodle House,Café,Other Great Outdoors"
258,Subway,"Bar,Ramen /  Noodle House,Convenience Store"
259,Subway,"Japanese Restaurant,Convenience Store,Fast Food Restaurant"
260,Train Station,"Train Station,Ramen /  Noodle House,Bus Station"
261,Restaurant,"Food & Drink Shop,Train Station,Italian Restaurant"
262,Train Station,Train Station
263,Train Station,"College Academic Building,Ramen /  Noodle House,Fast Food Restaurant"
264,Chinese Restaurant,"Ramen /  Noodle House,Train Station,Bar"
265,Train Station,"Bar,Ramen /  Noodle House,Japanese Restaurant"
266,Café,"Ramen /  Noodle House,Train Station,Bar"
267,Train Station,"Food & Drink Shop,Japanese Restaurant,Convenience Store"
268,Train Station,"Ramen /  Noodle House,Train Station,Japanese Restaurant"
269,University,"Ramen /  Noodle House,Train Station,Convenience Store"
270,University,"Japanese Restaurant,Train Station,Subway"
271,Train Station,"Fast Food Restaurant,Bus Station,Mall"
272,Art Gallery,"Bar,Ramen /  Noodle House,Japanese Restaurant"
273,Train Station,"College Academic Building,University,Ramen /  Noodle House"
274,Office,"Bar,Café,Music Venue"
275,Coffee Shop,"Café,Clothing Store,Coffee Shop"
276,Ramen /  Noodle House,"Convenience Store,Road,Park"
277,Bar,"Ramen /  Noodle House,Clothing Store,Bar"
278,Subway,"Convenience Store,Temple,Building"
279,Train Station,"Ramen /  Noodle House,Bakery,Food & Drink Shop"
280,Bakery,"Ramen /  Noodle House,Bar,Train Station"
281,Coffee Shop,"Coffee Shop,Subway,Ramen /  Noodle House"
282,Train Station,"Electronics Store,Gym / Fitness Center,Japanese Restaurant"
283,Train Station,"Japanese Restaurant,Convenience Store,Ramen /  Noodle House"
284,Electronics Store,"Ramen /  Noodle House,Clothing Store,Bar"
285,Ramen /  Noodle House,"Train Station,Ramen /  Noodle House,Bar"
286,Train Station,"Food & Drink Shop,Fast Food Restaurant,Convenience Store"
287,Train Station,"Train Station,Convenience Store,Fast Food Restaurant"
288,Road,"Road,Fast Food Restaurant,College Academic Building"
289,Subway,"Café,Clothing Store,Ramen /  Noodle House"
290,Ramen /  Noodle House,"Ramen /  Noodle House,Bar,Japanese Restaurant"
291,Subway,"Road,Japanese Restaurant,Ramen /  Noodle House"
292,Train Station,"Ramen /  Noodle House,Café,Japanese Restaurant"
293,Train Station,"Ramen /  Noodle House,Coffee Shop,Park"
294,Mall,"Ramen /  Noodle House,Café,Coffee Shop"
295,Subway,"Park,Medical Center,High School"
296,Train Station,"Shrine,Japanese Restaurant,Road"
297,Japanese Restaurant,"Ramen /  Noodle House,Bar,Japanese Restaurant"
298,Train Station,"Bar,Ramen /  Noodle House,Café"
299,Train Station,"Ramen /  Noodle House,Bar,Japanese Restaurant"
300,Park,"Bus Station,Medical Center,Gym / Fitness Center"
301,Subway,"Ramen /  Noodle House,Bar,Clothing Store"
302,Subway,"Ramen /  Noodle House,Bar,Train Station"
303,Ramen /  Noodle House,"Ramen /  Noodle House,Bar,Japanese Restaurant"
304,Subway,"Japanese Restaurant,Ramen /  Noodle House,Bar"
305,Indian Restaurant,"Building,Coffee Shop,Café"
306,Subway,"Temple,Drugstore / Pharmacy,Cemetery"
307,Medical Center,"Electronics Store,Japanese Restaurant,Ramen /  Noodle House"
308,Park,"Chinese Restaurant,Ramen /  Noodle House,Bar"
309,Ramen /  Noodle House,"Ramen /  Noodle House,Bar,Train Station"
310,Subway,"Clothing Store,Ramen /  Noodle House,Coffee Shop"
311,Subway,"Coffee Shop,Subway,Ramen /  Noodle House"
312,Subway,"Ramen /  Noodle House,Café,Building"
313,Video Game Store,"Ramen /  Noodle House,Train Station,Coffee Shop"
314,Train Station,"Light Rail,Café,Mall"
315,Train Station,"Food & Drink Shop,Library,Café"
316,Train Station,"Train Station,Food & Drink Shop,Shrine"
317,Subway,"Office,Ramen /  Noodle House,Bar"
318,Subway,"Convenience Store,Chinese Restaurant,Building"
319,Subway,"Drugstore / Pharmacy,Food & Drink Shop,Road"
320,Office,"Japanese Restaurant,Diner,Bar"
321,Theater,"Train Station,Ramen /  Noodle House,Bar"
322,Train Station,"Café,Ramen /  Noodle House,Food & Drink Shop"
323,Train Station,Other Great Outdoors
324,Train Station,"Train Station,Convenience Store,Park"
325,Coffee Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
326,Diner,"Subway,Ramen /  Noodle House,Japanese Restaurant"
327,American Restaurant,"Convenience Store,Japanese Restaurant,Bus Station"
328,Bar,"Ramen /  Noodle House,Bar,Japanese Restaurant"
329,Japanese Restaurant,"Convenience Store,Road,Scenic Lookout"
330,Train Station,"Miscellaneous Shop,Department Store,Coffee Shop"
331,Japanese Restaurant,"Ramen /  Noodle House,Bar,Japanese Restaurant"
332,Subway,"Japanese Restaurant,Convenience Store,Ramen /  Noodle House"
333,Fast Food Restaurant,"Subway,Road,Convenience Store"
334,Department Store,"Ramen /  Noodle House,Bar,Japanese Restaurant"
335,Department Store,"Train Station,Coffee Shop,Ramen /  Noodle House"
336,Bookstore,"Ramen /  Noodle House,Train Station,Bar"
337,Train Station,"Bar,Coffee Shop,Ramen /  Noodle House"
338,Coffee Shop,"Ramen /  Noodle House,Coffee Shop,Japanese Restaurant"
339,Mall,"Train Station,Clothing Store,Road"
340,Camera Store,"Ramen /  Noodle House,Train Station,Bar"
341,Government Building,"Bar,Train Station,Music Venue"
342,Train Station,"Park,Train Station,Gift Shop"
343,Light Rail,"Light Rail,Bus Station,Government Building"
344,Bookstore,"Ramen /  Noodle House,Café,Japanese Restaurant"
345,Electronics Store,"Train Station,Ramen /  Noodle House,Japanese Restaurant"
346,Subway,"College Academic Building,University,Miscellaneous Shop"
347,Train Station,"Train Station,Bar,Food & Drink Shop"
348,Subway,"Train Station,Ramen /  Noodle House,Japanese Restaurant"
349,Subway,"Café,Ramen /  Noodle House,Food & Drink Shop"
350,Post Office,"Train Station,Bridge,Office"
351,Donut Shop,"Train Station,Ramen /  Noodle House,Coffee Shop"
352,Train Station,"Ramen /  Noodle House,Train Station,Japanese Restaurant"
353,Coffee Shop,"Food & Drink Shop,Ramen /  Noodle House,Coffee Shop"
354,Train Station,"Convenience Store,Food & Drink Shop,Fast Food Restaurant"
355,Train Station,"Train Station,Bridge,Garden"
356,Subway,"Road,Park,Food & Drink Shop"
357,Ramen /  Noodle House,"Train Station,Ramen /  Noodle House,Japanese Restaurant"
358,Train Station,"Ramen /  Noodle House,Electronics Store,Café"
359,Building,"Building,Train Station,Coffee Shop"
360,Train Station,"Train Station,University,Subway"
361,Subway,"Mall,Arcade,Convenience Store"
362,Electronics Store,"Ramen /  Noodle House,Bar,Train Station"
363,Train Station,"Convenience Store,Food & Drink Shop,Japanese Restaurant"
364,Train Station,"Train Station,Other Great Outdoors,Fast Food Restaurant"
365,Train Station,"Train Station,American Restaurant,Fast Food Restaurant"
366,Train Station,Department Store
367,Asian Restaurant,"Japanese Restaurant,Gym / Fitness Center,Mall"
368,Train Station,"Ramen /  Noodle House,Japanese Restaurant,Convenience Store"
369,Train Station,"Coffee Shop,Ramen /  Noodle House,Miscellaneous Shop"
370,Train Station,"Food & Drink Shop,Train Station,Ramen /  Noodle House"
371,Subway,"Bus Station,Food & Drink Shop,Road"
372,Food & Drink Shop,Office
373,Food & Drink Shop,"Food & Drink Shop,Train Station,Fast Food Restaurant"
374,Train Station,"Food & Drink Shop,Bus Station,Coffee Shop"
375,History Museum,"Ramen /  Noodle House,College Academic Building,Shrine"
376,Stadium,"Athletic & Sport,Train Station,Coffee Shop"
377,Train Station,"Food & Drink Shop,Train Station,Ramen /  Noodle House"
378,Train Station,"Coffee Shop,College Academic Building,Train Station"
379,Coffee Shop,"Train Station,Ramen /  Noodle House,Coffee Shop"
380,Train Station,"Train Station,Concert Hall,Nursery School"
381,Subway,"Hotel,Road,Playground"
382,Train Station,"Japanese Restaurant,Food & Drink Shop,Convenience Store"
383,Train Station,"Food & Drink Shop,Coffee Shop,Fast Food Restaurant"
384,Train Station,"Train Station,Convenience Store,Department Store"
385,Mall,"Train Station,Coffee Shop,College Academic Building"
386,Coffee Shop,"Train Station,Convenience Store,Ramen /  Noodle House"
387,Office,"Ramen /  Noodle House,Bar,Japanese Restaurant"
388,Electronics Store,"Ramen /  Noodle House,Japanese Restaurant,Train Station"
389,Mall,"Ramen /  Noodle House,Train Station,Bar"
390,Train Station,"Home (private),Train Station,Video Store"
391,Train Station,"Department Store,Ramen /  Noodle House,Coffee Shop"
392,Coffee Shop,"Department Store,Ramen /  Noodle House,Train Station"
393,Train Station,"Train Station,Fast Food Restaurant,Food & Drink Shop"
394,Subway,"Bar,Ramen /  Noodle House,Train Station"
395,Subway,"Subway,Government Building,Coffee Shop"
396,Subway,"Government Building,Mall,Bar"
397,Train Station,"College Academic Building,University,Café"
398,Train Station,"Bar,Ramen /  Noodle House,Fast Food Restaurant"
399,Train Station,"Ramen /  Noodle House,Bus Station,Train Station"
400,Train Station,"Ramen /  Noodle House,Convenience Store,Salon / Barbershop"
401,Train Station,"Food & Drink Shop,Mall,Train Station"
402,Subway,"Subway,Government Building,Hotel"
403,Subway,"College Academic Building,University,Convenience Store"
404,Subway,"Office,Japanese Restaurant,Ramen /  Noodle House"
405,Train Station,"Fast Food Restaurant,Coffee Shop,Stadium"
406,Indian Restaurant,"College Academic Building,University,Convenience Store"
407,Train Station,"Food & Drink Shop,Bus Station,Subway"
408,Miscellaneous Shop,"Coffee Shop,Japanese Restaurant,Ramen /  Noodle House"
409,Subway,"Food & Drink Shop,Subway,Japanese Restaurant"
410,Train Station,"Park,Government Building,Train Station"
411,Train Station,"Food & Drink Shop,Gym / Fitness Center,Library"
412,Train Station,"Gym / Fitness Center,Park,Bike Shop"
413,Coffee Shop,"Ramen /  Noodle House,Bar,Japanese Restaurant"
414,Shrine,"Road,Coffee Shop,Café"
415,Train Station,"Ramen /  Noodle House,Café,Coffee Shop"
416,Camera Store,"Ramen /  Noodle House,Bar,Clothing Store"
417,Mall,"Fast Food Restaurant,Train Station,Bus Station"
418,Convenience Store,"Ramen /  Noodle House,Train Station,Café"
419,Train Station,"Ramen /  Noodle House,Office,Train Station"
420,Chinese Restaurant,"Ramen /  Noodle House,Japanese Restaurant,Bar"
421,Subway,"Bar,Ramen /  Noodle House,Chinese Restaurant"
422,Subway,"Ramen /  Noodle House,Bar,Electronics Store"
423,Coffee Shop,"Convenience Store,Ramen /  Noodle House,Train Station"
424,Train Station,"Ramen /  Noodle House,College Academic Building,Japanese Restaurant"
425,Coffee Shop,"Ramen /  Noodle House,Japanese Restaurant,Coffee Shop"
426,Subway,"Building,Subway,Hotel"
427,Train Station,"Train Station,Bus Station,Park"
428,Bar,"Japanese Restaurant,Ramen /  Noodle House,Bar"
429,American Restaurant,"Train Station,Ramen /  Noodle House,Office"
430,Train Station,"Convenience Store,Food & Drink Shop,Gym / Fitness Center"
431,Italian Restaurant,"Other Great Outdoors,Food & Drink Shop,Subway"
432,Hardware Store,Medical Center
433,Convenience Store,"Ramen /  Noodle House,Café,Japanese Restaurant"
434,Subway,"Ramen /  Noodle House,Japanese Restaurant,Coffee Shop"
435,Café,"Ramen /  Noodle House,Café,Bar"
436,Train Station,"Shrine,Ramen /  Noodle House,Garden"
437,Subway,"Ramen /  Noodle House,Bar,Japanese Restaurant"
