,geo_id,lat,lng,category
118,73,40.728378,-73.99954,29
120,74,40.756929,-73.985453,49
121,75,40.738783,-73.98894,11
122,76,40.719698,-73.987696,50
123,77,40.728156,-73.981262,11
124,78,40.733942,-74.002547,20
125,79,40.755207,-73.968296,51
126,80,40.72702,-74.001898,28
127,81,40.725472,-73.983783,26
132,82,40.672797,-73.983208,11
133,83,40.716347,-73.988543,52
135,84,40.724846,-73.996664,54
136,85,40.744557,-73.99065,49
137,86,40.780589,-73.980739,55
140,87,40.719854,-73.988492,11
143,88,40.719775,-74.006713,57
145,89,40.718152,-73.990002,40
146,90,40.72417,-73.978871,58
148,91,40.725325,-73.984125,30
149,92,40.727282,-74.001756,19
150,93,40.772531,-73.983442,60
151,94,40.721724,-73.994553,19
152,95,40.72,-73.987832,18
154,96,40.72488,-73.994685,4
158,97,40.728988,-73.988404,11
161,98,40.727117,-73.985617,11
162,99,40.768396,-73.984756,10
163,100,40.722898,-73.983235,11
165,101,40.73695,-73.990839,48
166,102,40.725638,-73.984561,4
167,103,40.730832,-74.000951,11
169,104,40.723766,-74.008457,64
171,105,40.730836,-74.000919,28
173,106,40.758357,-73.970546,26
174,107,40.726104,-73.989213,15
177,108,40.736529,-73.997462,9
179,109,40.728271,-73.988659,16
180,110,40.726806,-73.982776,9
181,111,40.722176,-73.996819,66
182,112,40.728449,-74.004532,67
187,113,40.728543,-73.984699,4
188,114,40.730178,-74.000322,69
189,115,40.738658,-74.005542,11
190,116,40.780558,-73.981719,39
191,117,40.724297,-73.988056,11
192,118,40.778364,-73.981633,70
196,119,40.731332,-74.002522,19
200,120,40.73429,-73.992556,3
205,121,40.722185,-74.009593,59
206,122,40.715594,-73.998234,38
209,123,40.771142,-73.983464,40
210,124,40.760781,-73.984337,73
211,125,40.760268,-73.975126,57
212,126,40.719455,-73.996361,74
213,127,40.671336,-73.984395,15
215,128,40.731698,-73.989227,8
217,129,40.736181,-73.992217,51
218,130,40.728533,-73.987809,57
219,131,40.729617,-73.989798,11
221,132,40.730465,-74.00426,11
222,133,40.728425,-73.987276,14
223,134,40.74789,-74.004466,11
224,135,40.714464,-73.999116,75
225,136,40.731719,-73.98541,7
227,137,40.75563,-73.98234,76
229,138,40.733548,-73.991029,77
231,139,40.724494,-73.993347,4
233,140,40.722555,-73.987872,53
235,141,40.735808,-74.005989,16
237,142,40.727869,-73.985672,40
238,143,40.780569,-73.976475,20
239,144,40.689542,-73.991534,11
242,145,40.735893,-74.005204,80
243,146,40.78538,-73.97302,29
249,147,40.760683,-73.98998,19
252,148,40.732431,-74.001749,16
256,149,40.72707,-73.991906,28
257,150,40.731081,-74.002805,86
258,151,40.723286,-73.988443,11
259,152,40.703471,-74.011298,20
260,153,40.736031,-73.979359,87
262,154,40.732841,-73.985863,28
265,155,40.785903,-73.976483,14
268,156,40.734081,-74.004268,50
269,157,40.782317,-73.981113,57
270,158,40.727655,-73.985342,28
271,159,40.755143,-73.971005,59
272,160,40.750866,-73.986644,59
274,161,40.784271,-73.977513,4
279,162,40.721661,-73.997365,40
280,163,40.727252,-73.985422,11
281,164,40.727177,-74.000484,20
282,165,40.741876,-73.97807,16
283,166,40.783453,-73.979126,5
284,167,40.722077,-74.003571,9
285,168,40.771068,-73.959646,57
286,169,40.74531,-73.978421,89
288,170,40.745127,-73.978466,16
292,171,40.745949,-73.977803,11
294,172,40.72975,-73.97846,11
295,173,40.746245,-73.977551,5
296,174,40.760211,-73.988969,20
298,175,40.734895,-74.003155,41
300,176,40.785889,-73.976859,91
302,177,40.71386,-73.951577,56
303,178,40.719677,-73.98769,92
305,179,40.745034,-73.975688,40
306,180,40.7828,-73.973415,63
308,181,40.734758,-73.992803,1
311,182,40.725733,-73.983809,7
313,183,40.738116,-73.987964,30
315,184,40.725665,-73.999281,73
316,185,40.72696,-73.989061,19
317,186,40.721971,-73.996406,82
318,187,40.748241,-73.976681,40
319,188,40.774436,-73.957293,20
320,189,40.76047,-73.974328,26
321,190,40.736532,-73.990828,56
324,191,40.746369,-73.899219,6
325,192,40.734541,-73.987873,16
326,193,40.743644,-73.983888,9
330,194,40.734668,-73.987763,11
331,195,40.73007,-74.000354,94
332,196,40.784032,-73.977743,11
334,197,40.751721,-73.970707,16
335,198,40.738554,-73.983285,11
336,199,40.729684,-73.999758,91
339,200,40.718282,-73.945005,11
340,201,40.779649,-73.950588,40
341,202,40.722875,-73.996834,95
342,203,40.742022,-73.977642,11
344,204,40.722011,-74.004303,76
345,205,40.725461,-73.984077,89
346,206,40.783039,-73.980188,94
347,207,40.727119,-73.993104,50
350,208,40.723602,-73.989571,20
354,209,40.738262,-74.002265,96
355,210,40.745212,-73.978328,11
356,211,40.764259,-73.978758,14
357,212,40.718833,-73.956621,82
361,213,40.745107,-73.97835,82
362,214,40.72947,-73.987985,28
364,215,40.695241,-73.995896,26
365,216,40.728602,-73.989962,16
367,217,40.745995,-73.977863,11
369,218,40.773002,-73.955541,20
371,219,40.729371,-73.98795,62
372,220,40.687342,-73.990206,9
373,221,40.729452,-73.987052,16
374,222,40.729411,-74.001804,91
376,223,40.752213,-73.977613,20
377,224,40.742334,-73.996883,19
379,225,40.726743,-73.989037,40
380,226,40.731617,-73.9891,11
381,227,40.745522,-73.978018,20
382,228,40.740659,-73.998266,50
383,229,40.72952,-73.989779,5
385,230,40.703203,-73.991205,97
386,231,40.793829,-73.970488,4
387,232,40.726041,-74.001433,34
388,233,40.726138,-73.986105,2
389,234,40.738216,-73.98785,9
390,235,40.759031,-73.984131,16
391,236,40.722186,-73.997124,88
392,237,40.72158,-73.957637,48
393,238,40.716582,-73.95902,91
394,239,40.744451,-73.974867,40
397,240,40.730928,-73.991353,99
398,241,40.797668,-73.969616,100
399,242,40.733522,-73.999626,70
401,243,40.746352,-74.000837,11
403,244,40.798841,-73.963061,11
404,245,40.736828,-73.990645,101
405,246,40.723974,-73.978844,8
407,247,40.720332,-73.992636,59
409,248,40.736869,-73.991345,20
410,249,40.721567,-73.995591,82
412,250,40.745039,-73.997717,11
414,251,40.722104,-73.996693,11
416,252,40.721893,-73.994591,73
418,253,40.788547,-73.976968,11
419,254,40.690824,-73.997812,4
422,255,40.727454,-73.984766,26
423,256,40.719434,-73.955927,16
424,257,40.761454,-73.981956,9
426,258,40.802375,-73.950463,45
427,259,40.736982,-74.002197,20
429,260,40.72932,-73.987965,78
431,261,40.714642,-73.997642,75
432,262,40.742355,-73.985032,40
433,263,40.814755,-73.958872,20
434,264,40.737216,-73.989348,11
435,265,40.736522,-73.986949,16
438,266,40.729159,-73.988883,11
439,267,40.718313,-74.000739,103
440,268,40.742334,-73.983855,49
441,269,40.808753,-73.944601,45
442,270,40.718495,-73.960032,97
443,271,40.724686,-73.987884,11
444,272,40.768369,-73.955709,8
448,273,40.717459,-73.956095,11
450,274,40.714464,-73.998828,75
451,275,40.754573,-73.977599,34
452,276,40.685887,-73.988337,11
453,277,40.713031,-73.957551,75
454,278,40.737716,-73.988223,41
456,279,40.714429,-73.998821,41
457,280,40.708747,-74.000814,20
458,281,40.718042,-73.957579,11
460,282,40.751874,-73.97408,34
461,283,40.726468,-73.99566,82
462,284,40.720665,-73.954779,4
463,285,40.727243,-73.982702,4
465,286,40.730972,-73.985514,88
469,287,40.75293,-73.974725,1
470,288,40.776333,-73.952687,57
471,289,40.732381,-73.999191,19
474,290,40.752908,-73.97706,59
475,291,40.722705,-73.998199,9
476,292,40.726075,-74.00937,16
477,293,40.752726,-73.977711,18
478,294,40.668773,-73.979998,54
479,295,40.727146,-74.000211,28
481,296,40.770761,-73.956948,19
483,297,40.735565,-74.008302,58
484,298,40.72265,-74.004554,11
486,299,40.776167,-73.956152,16
491,300,40.736988,-73.98458,11
492,301,40.752505,-73.97758,41
493,302,40.778877,-73.953912,70
494,303,40.729308,-74.002469,19
496,304,40.725846,-74.008351,11
501,305,40.7542,-73.969,101
503,306,40.726387,-73.990007,11
504,307,40.740892,-73.988339,41
505,308,40.729346,-74.003717,20
507,309,40.732014,-73.999758,20
510,310,40.674251,-73.982294,20
512,311,40.718701,-74.008799,16
513,312,40.726806,-73.994455,30
515,313,40.73821,-73.983649,58
516,314,40.714899,-74.00957,11
518,315,40.741056,-74.001607,40
520,316,40.730144,-73.980719,21
522,317,40.780701,-73.980021,18
523,318,40.690141,-73.981977,56
526,319,40.753221,-73.983293,20
527,320,40.761981,-73.990025,105
528,321,40.750969,-73.980417,16
530,322,40.74303,-73.988414,5
532,323,40.762553,-73.965966,106
533,324,40.73761,-73.987941,49
535,325,40.716322,-74.009786,16
536,326,40.749995,-73.97225,40
538,327,40.710632,-73.965575,20
539,328,40.738063,-73.988751,20
541,329,40.841536,-73.939584,20
543,330,40.720698,-74.005122,4
544,331,40.752905,-73.972979,16
546,332,40.737049,-73.992906,20
550,333,40.737531,-73.991201,30
551,334,40.717013,-74.008123,43
553,335,40.706815,-74.003849,40
554,336,40.737033,-73.991947,20
555,337,40.740884,-73.98983,56
556,338,40.756826,-73.984877,11
557,339,40.74133,-73.981209,29
558,340,40.758992,-73.983918,11
559,341,40.730399,-73.992733,108
561,342,40.680939,-73.994244,27
566,343,40.737373,-73.987586,11
568,344,40.702435,-73.987073,11
570,345,40.771485,-73.959221,88
572,346,40.729145,-73.990946,91
575,347,40.724755,-73.981419,9
578,348,40.729551,-73.98436,66
580,349,40.763409,-73.996584,16
582,350,40.663858,-73.980423,11
585,351,40.759881,-73.991586,4
587,352,40.734809,-73.999585,37
588,353,40.755766,-73.991236,15
589,354,40.761557,-73.978523,75
590,355,40.72596,-73.989698,16
591,356,40.719615,-73.997984,11
592,357,40.758566,-73.988986,11
595,358,40.740917,-74.001181,6
597,359,40.719457,-74.010275,20
602,360,40.765006,-73.983135,16
603,361,40.75892,-73.98964,0
604,362,40.728306,-73.981973,11
605,363,40.719721,-74.00634,28
606,364,40.731438,-74.002122,41
607,365,40.758117,-73.9929,26
608,366,40.719209,-73.996871,37
609,367,40.714132,-73.961103,16
611,368,40.734316,-73.993543,59
612,369,40.723014,-74.003005,11
615,370,40.719756,-74.005668,11
616,371,40.752877,-73.983747,10
621,372,40.738094,-74.003884,57
622,373,40.745548,-73.947236,112
624,374,40.719386,-74.008693,62
626,375,40.73644,-73.997342,87
627,376,40.764964,-73.980572,20
628,377,40.761278,-73.997829,20
629,378,40.717607,-73.958006,88
630,379,40.785986,-73.972499,5
631,380,40.729616,-73.98698,11
636,381,40.727315,-74.000544,19
640,382,40.718191,-73.950197,11
642,383,40.745209,-73.979132,23
645,384,40.710042,-73.962372,59
647,385,40.765605,-73.987425,5
648,386,40.749398,-73.975705,41
649,387,40.722832,-73.985456,19
650,388,40.743911,-73.995203,39
654,389,40.670857,-73.98502,15
655,390,40.728283,-73.987885,40
656,391,40.716851,-73.999851,74
658,392,40.757595,-73.986869,19
661,393,40.7445,-73.998495,15
662,394,40.715958,-73.997433,116
663,395,40.765263,-73.981582,117
666,396,40.725619,-74.003895,41
667,397,40.714639,-73.998756,75
669,398,40.758148,-73.984154,11
673,399,40.727144,-73.988872,29
674,400,40.763976,-73.988555,50
676,401,40.75828,-73.969253,20
678,402,40.778185,-73.978715,19
679,403,40.727041,-73.983836,70
684,404,40.74939,-73.982862,11
687,405,40.735438,-73.998048,9
689,406,40.727192,-73.988121,2
691,407,40.736794,-73.9868,14
693,408,40.718151,-73.960008,6
694,409,40.752473,-73.994512,8
696,410,40.760753,-73.990799,5
697,411,40.735755,-74.000791,11
699,412,40.732346,-73.987987,11
701,413,40.741583,-73.997631,11
704,414,40.734225,-73.993703,50
707,415,40.757124,-73.989483,40
708,416,40.738576,-73.988328,50
710,417,40.722708,-74.004507,120
713,418,40.726494,-73.992147,105
714,419,40.747992,-74.003854,50
715,420,40.765591,-73.976584,11
718,421,40.715002,-73.996865,75
721,422,40.763373,-73.981685,11
724,423,40.765682,-73.979712,16
727,424,40.753429,-73.996606,56
729,425,40.759777,-73.991677,9
733,426,40.7582,-73.983829,13
734,427,40.730379,-73.989322,86
736,428,40.765023,-73.980196,55
737,429,40.726429,-73.983436,56
738,430,40.749767,-73.985442,11
739,431,40.732119,-73.985412,5
740,432,40.739744,-73.994964,46
744,433,40.748342,-73.992613,11
746,434,40.729168,-73.992114,74
747,435,40.729155,-73.987029,42
748,436,40.749797,-73.995218,11
749,437,40.748294,-74.008681,124
750,438,40.716038,-73.999964,21
752,439,40.729088,-74.003488,19
753,440,40.723168,-74.003018,43
756,441,40.719339,-74.004872,76
758,442,40.726289,-74.000395,19
760,443,40.752188,-73.993585,56
761,444,40.729975,-73.986541,66
762,445,40.738802,-73.994185,19
763,446,40.717392,-73.998491,66
764,447,40.762147,-73.98758,115
765,448,40.707634,-74.00198,4
767,449,40.788113,-73.97481,26
768,450,40.730665,-73.986074,51
771,451,40.734088,-73.99292,30
772,452,40.75813,-73.987459,20
774,453,40.768083,-73.984986,76
775,454,40.768564,-73.98151,9
777,455,40.728557,-73.991987,50
778,456,40.762982,-73.975883,75
779,457,40.7584,-73.9863,28
780,458,40.750057,-73.995006,11
781,459,40.72736,-73.9922,11
783,460,40.722191,-74.003643,11
784,461,40.762338,-73.982403,16
788,462,40.80346,-73.948654,45
789,463,40.761937,-73.985422,59
790,464,40.707531,-74.008295,16
791,465,40.744284,-74.006483,11
793,466,40.709734,-74.008903,16
794,467,40.74827,-73.988194,121
795,468,40.72907,-73.986811,91
796,469,40.727186,-73.988736,41
798,470,40.729917,-74.004176,121
800,471,40.715013,-73.951464,11
801,472,40.719607,-73.986764,20
802,473,40.718849,-74.010374,20
803,474,40.705016,-74.001508,41
805,475,40.727649,-73.987684,51
807,476,40.719972,-74.005698,11
808,477,40.764324,-73.981719,28
809,478,40.731682,-73.996181,82
811,479,40.770732,-73.95378,5
813,480,40.727486,-73.990624,11
814,481,40.719353,-74.006288,34
815,482,40.764461,-73.983109,40
818,483,40.760915,-73.980753,48
820,484,40.730084,-73.989256,126
821,485,40.762524,-73.977117,9
822,486,40.745148,-73.998111,11
823,487,40.761181,-73.984133,94
825,488,40.743879,-73.981571,14
826,489,40.750216,-73.998585,4
828,490,40.784082,-73.950324,56
831,491,40.726354,-74.001956,6
833,492,40.741797,-73.997271,20
834,493,40.779611,-73.949873,11
835,494,40.730657,-73.999979,19
837,495,40.725359,-73.9922,13
838,496,40.723437,-73.988269,82
840,497,40.745275,-73.992555,11
848,498,40.7592,-73.992481,41
849,499,40.719339,-73.984911,11
852,500,40.716005,-73.997273,116
853,501,40.74202,-74.00097,4
854,502,40.725633,-74.0075,4
855,503,40.721274,-74.001589,66
859,504,40.704303,-74.010173,97
860,505,40.722437,-74.003713,9
861,506,40.772301,-73.955844,49
863,507,40.753728,-73.983688,129
864,508,40.704238,-74.010156,11
865,509,40.741008,-73.982409,6
866,510,40.713435,-74.006141,129
867,511,40.738206,-74.002147,118
868,512,40.728277,-73.999281,29
869,513,40.704835,-74.013702,129
870,514,40.706073,-74.006374,23
871,515,40.737795,-74.001846,4
873,516,40.779209,-73.947816,11
875,517,40.70566,-74.002876,124
876,518,40.72048,-73.99356,29
877,519,40.718836,-73.99539,107
878,520,40.770387,-73.960023,56
879,521,40.77932,-73.950686,16
880,522,40.727701,-74.000326,19
881,523,40.731839,-74.003356,97
883,524,40.721331,-73.988257,29
885,525,40.753942,-73.976733,9
886,526,40.713398,-73.951151,20
887,527,40.722153,-73.986826,29
888,528,40.705103,-74.00879,11
890,529,40.776934,-73.953652,15
891,530,40.828277,-73.926553,131
892,531,40.726138,-73.994966,11
894,532,40.766514,-73.967601,9
896,533,40.725906,-73.994757,20
897,534,40.827334,-73.92513,5
898,535,40.735282,-73.990403,129
899,536,40.719787,-73.987241,4
900,537,40.724013,-73.996263,11
901,538,40.772271,-73.955686,16
903,539,40.826772,-73.926382,5
904,540,40.72318,-73.989679,11
905,541,40.721291,-73.994262,11
906,542,40.771255,-73.956564,21
907,543,40.730005,-73.992923,56
908,544,40.721226,-73.994597,11
911,545,40.827207,-73.926031,5
912,546,40.722966,-74.000087,11
915,547,40.735991,-73.98727,18
917,548,40.722331,-73.98335,5
918,549,40.724583,-73.99861,20
919,550,40.738566,-74.003511,11
920,551,40.72168,-73.987588,11
923,552,40.724744,-73.998662,20
924,553,40.736219,-74.008303,11
925,554,40.705018,-74.010258,59
926,555,40.729806,-73.999425,34
927,556,40.723185,-74.002547,132
928,557,40.73353,-74.003298,15
930,558,40.72034,-73.988183,11
931,559,40.726234,-73.99704,40
933,560,40.730872,-74.000756,0
934,561,40.733763,-74.006264,56
935,562,40.702518,-73.993502,82
939,563,40.737561,-74.003895,15
940,564,40.719612,-73.98675,34
941,565,40.713593,-73.99729,116
946,566,40.739681,-73.989669,20
948,567,40.716179,-73.998188,75
950,568,40.730963,-74.006764,15
955,569,40.740908,-74.007591,11
958,570,40.734487,-74.001525,15
962,571,40.719964,-73.987993,134
963,572,40.728912,-73.9993,36
965,573,40.74158,-73.993778,11
966,574,40.768909,-73.955326,11
967,575,40.685782,-73.991036,4
969,576,40.733405,-74.002363,15
970,577,40.735103,-73.998369,75
973,578,40.762156,-73.966092,134
974,579,40.719119,-73.958428,11
977,580,40.733955,-74.000177,15
978,581,40.757052,-73.967211,11
981,582,40.809684,-73.950176,12
982,583,40.714771,-73.942948,102
983,584,40.72306,-73.985761,11
985,585,40.733694,-74.002121,15
987,586,40.714021,-73.989873,11
988,587,40.726156,-73.983643,14
989,588,40.729297,-73.991832,8
992,589,40.729573,-73.988027,101
993,590,40.724361,-73.982977,11
995,591,40.728803,-73.995017,73
996,592,40.728487,-73.999621,11
997,593,40.713638,-73.997983,75
999,594,40.758819,-73.968657,57
1002,595,40.670548,-73.981977,20
1003,596,40.743528,-73.99962,6
1007,597,40.73147,-74.00227,26
1009,598,40.72212,-73.949962,11
1011,599,40.741347,-74.005015,57
1012,600,40.730261,-73.990185,16
1013,601,40.739977,-73.993325,18
1015,602,40.734613,-73.992177,11
1016,603,40.729465,-73.999941,7
1017,604,40.678235,-73.968571,11
1019,605,40.679668,-73.978202,91
1020,606,40.765169,-73.983275,21
1022,607,40.684118,-73.992259,5
1024,608,40.682558,-73.993008,11
1026,609,40.70308,-73.986696,11
1027,610,40.69894,-73.992208,16
1028,611,40.722994,-73.989404,28
1029,612,40.738641,-73.992534,66
1031,613,40.712726,-73.956868,91
1032,614,40.719313,-73.98565,11
1033,615,40.713144,-73.957224,11
1034,616,40.783369,-73.9782,5
1035,617,40.751416,-73.973513,84
1036,618,40.714374,-73.956041,27
1037,619,40.721236,-73.952448,129
1038,620,40.756862,-73.988756,38
1040,621,40.721128,-73.993049,27
1041,622,40.726511,-73.981719,129
1044,623,40.663908,-73.984113,58
1045,624,40.729446,-73.99366,141
1047,625,40.713314,-73.958349,4
1048,626,40.725015,-73.9991,99
1049,627,40.722183,-73.949935,11
1050,628,40.740512,-74.005892,28
1051,629,40.744256,-73.983304,11
1052,630,40.720172,-73.988252,4
1054,631,40.750067,-74.002702,7
1056,632,40.721294,-73.983994,14
1057,633,40.725007,-73.998413,11
1058,634,40.719602,-73.945629,4
1060,635,40.730836,-73.997641,129
1061,636,40.741057,-73.981473,30
1062,637,40.756974,-73.988774,143
1066,638,40.742188,-73.987924,129
1067,639,40.737831,-73.981022,11
1069,640,40.760231,-73.995121,11
1070,641,40.72686,-73.999802,40
1072,642,40.747901,-73.986891,121
1074,643,40.748048,-73.987368,121
1076,644,40.762376,-73.990237,11
1077,645,40.625237,-73.961494,82
1078,646,40.729875,-73.989187,62
1082,647,40.717776,-73.957848,8
1083,648,40.741248,-73.992906,6
1084,649,40.722185,-73.996205,144
1085,650,40.726975,-73.988854,11
1086,651,40.761194,-73.987006,11
1087,652,40.74199,-73.997512,9
1089,653,40.722801,-73.995821,144
1090,654,40.782791,-73.950917,20
1091,655,40.731048,-73.989789,4
1093,656,40.711042,-73.965363,7
1095,657,40.740367,-74.005806,73
1097,658,40.72222,-73.994267,20
1098,659,40.75485,-73.988005,54
1099,660,40.74818,-73.985492,77
1100,661,40.730162,-73.989479,54
1101,662,40.729228,-73.989111,54
1103,663,40.725363,-73.992607,19
1105,664,40.731381,-74.000591,11
1106,665,40.731875,-73.983964,15
1107,666,40.728279,-73.992795,146
1108,667,40.763033,-73.989683,6
1110,668,40.770629,-73.916981,56
1111,669,40.680571,-73.994542,18
1112,670,40.729643,-73.986445,25
1113,671,40.780482,-73.952901,28
1116,672,40.783476,-73.947558,16
1117,673,40.754517,-73.973398,4
1118,674,40.774156,-73.907561,16
1119,675,40.741437,-73.993244,136
1120,676,40.722284,-73.989675,11
1122,677,40.741408,-73.988438,57
1123,678,40.717952,-73.98541,29
1124,679,40.711074,-73.950703,11
1125,680,40.727421,-73.982792,26
1126,681,40.785676,-73.984509,27
1128,682,40.717607,-73.955995,9
1131,683,40.739619,-74.006403,51
1135,684,40.763732,-73.921691,14
1136,685,40.719929,-74.008532,14
1137,686,40.777112,-73.979109,106
1138,687,40.729942,-73.983382,50
1140,688,40.747062,-74.005194,129
1141,689,40.725161,-73.978379,144
1144,690,40.803548,-73.963373,91
1145,691,40.743124,-73.989215,5
1149,692,40.721277,-74.004899,7
1150,693,40.728921,-73.984698,5
1151,694,40.737919,-73.983895,11
1155,695,40.723508,-74.002661,19
1156,696,40.73883,-73.989847,50
1159,697,40.724397,-73.981651,78
1160,698,40.760645,-73.986065,16
1162,699,40.760472,-73.977779,28
1163,700,40.730157,-73.981812,11
1164,701,40.735394,-74.000423,11
1165,702,40.728756,-74.000251,5
1166,703,40.724596,-73.990558,15
1167,704,40.670844,-73.977754,105
1168,705,40.754954,-73.973522,7
1173,706,40.763742,-73.98397,12
1176,707,40.729849,-74.004538,97
1177,708,40.729568,-73.998369,137
1180,709,40.721148,-73.989378,28
1182,710,40.732026,-74.001405,11
1183,711,40.752206,-73.983729,20
1184,712,40.752886,-73.974799,16
1185,713,40.784599,-73.977358,11
1187,714,40.742055,-74.004014,19
1188,715,40.740438,-73.998375,11
1192,716,40.668003,-73.983875,11
1194,717,40.666674,-73.988171,11
1195,718,40.740728,-74.008611,11
1197,719,40.727293,-73.984517,53
1198,720,40.760818,-73.990162,11
1199,721,40.733739,-74.002383,11
1202,722,40.736761,-73.984624,16
1203,723,40.750144,-73.994943,11
1204,724,40.715655,-73.964649,19
1205,725,40.720418,-73.984383,11
1206,726,40.719116,-74.00343,7
1207,727,40.74722,-74.004601,120
1210,728,40.756912,-73.988814,8
1211,729,40.724702,-73.992343,16
1214,730,40.750614,-73.988564,147
1215,731,40.686648,-73.993525,6
1217,732,40.713624,-73.94971,15
1218,733,40.667349,-73.987735,11
1219,734,40.685657,-74.002177,40
1220,735,40.726127,-73.986208,2
1221,736,40.704436,-74.010124,11
1225,737,40.691182,-73.97481,129
1227,738,40.735957,-73.987126,88
1229,739,40.757219,-73.985726,150
1230,740,40.721575,-73.987774,11
1231,741,40.747259,-73.985259,121
1233,742,40.714122,-73.949033,11
1235,743,40.726818,-73.985435,151
1241,744,40.718353,-73.960031,11
1242,745,40.729351,-73.998788,28
1246,746,40.702355,-73.98677,40
1247,747,40.729024,-73.988636,62
1249,748,40.771426,-73.973501,129
1250,749,40.720957,-73.995688,82
1251,750,40.740007,-74.005812,76
1252,751,40.753233,-73.978597,16
1253,752,40.720288,-73.999524,6
1255,753,40.719756,-73.987278,80
1256,754,40.674891,-73.976216,118
1257,755,40.779472,-73.977697,11
1258,756,40.776072,-73.902708,30
1259,757,40.747558,-73.993104,16
1260,758,40.729101,-74.00098,11
1261,759,40.730413,-74.004185,11
1262,760,40.742016,-74.005163,135
1264,761,40.747433,-73.985876,121
1267,762,40.735438,-74.00322,19
1270,763,40.777698,-73.982946,9
1271,764,40.735818,-73.987236,120
1276,765,40.765513,-73.983563,11
1277,766,40.768247,-73.98183,28
1278,767,40.733606,-73.988205,152
1279,768,40.759304,-73.968124,11
1282,769,40.727411,-73.984722,103
1283,770,40.759829,-73.985956,10
1284,771,40.740015,-73.982205,16
1285,772,40.712046,-73.951141,11
1287,773,40.724888,-73.992429,8
1290,774,40.805386,-73.965788,56
1291,775,40.751495,-73.972136,11
1292,776,40.730212,-74.000291,26
1293,777,40.759955,-73.980165,60
1295,778,40.701457,-74.013214,153
1296,779,40.71945,-73.987815,11
1297,780,40.721957,-73.992491,20
1298,781,40.725121,-73.98439,21
1299,782,40.742691,-73.982626,75
1301,783,40.782995,-73.95891,154
1302,784,40.704358,-74.010139,155
1304,785,40.710579,-73.965779,20
1306,786,40.76586,-73.914578,16
1310,787,40.745209,-74.002361,80
1312,788,40.71813,-73.990244,26
1313,789,40.741739,-73.980997,157
1315,790,40.723375,-73.988332,7
1316,791,40.716706,-73.959032,66
1317,792,40.738345,-73.983517,16
1319,793,40.854935,-73.93711,11
1322,794,40.857564,-73.932024,7
1323,795,40.756533,-73.977473,16
1324,796,40.724035,-74.003198,6
1325,797,40.734738,-74.002162,40
1326,798,40.726115,-73.983689,106
1328,799,40.719806,-73.987299,11
1329,800,40.687284,-73.974862,51
1330,801,40.677357,-73.998025,19
1331,802,40.734524,-73.998266,120
1333,803,40.818215,-73.960587,49
1335,804,40.764094,-73.978707,57
1336,805,40.793195,-73.951845,112
1338,806,40.747141,-74.007179,61
1339,807,40.765102,-73.980033,19
1342,808,40.70392,-73.986397,60
